Date;mean_NTU_h;sd_NTU_h
226;2024-08-12;29.3082904522059;33.2331086178188
227;2024-08-13;26.4401126449223;36.6935552944566
228;2024-08-14;26.8581609644591;28.1496051209552
229;2024-08-15;19.3977677269985;19.6667613321872
230;2024-08-16;15.5370316036125;15.3710918844798
231;2024-08-17;14.9534142160948;11.2349274196348
232;2024-08-18;17.0225822886479;15.1331503606044
233;2024-08-19;18.2380322443366;17.7663958198453
234;2024-08-20;25.9678999910569;23.8689308937726
235;2024-08-21;29.0821102206121;24.7909920837439
236;2024-08-22;30.8600721192755;24.3071170317106
237;2024-08-23;34.1440103138379;29.8358127016442
238;2024-08-24;34.1903994009893;26.513997138042
239;2024-08-25;37.794975421327;29.0561920778935
240;2024-08-26;35.3654334769352;33.0572150959236
241;2024-08-27;33.6144510674694;27.7733348058284
242;2024-08-28;36.514928703706;30.1966162006336
243;2024-08-29;36.1123843277017;27.3473178496593
244;2024-08-30;35.1388163687783;24.2588377138166
245;2024-08-31;36.6109094049919;27.4365749525622
246;2024-09-01;44.3388059295682;35.3536573866245
247;2024-09-02;61.430061537479;55.7589464784116
248;2024-09-03;69.009286687125;57.6145236354049
249;2024-09-04;71.1794192847235;62.9231937660246
250;2024-09-05;69.4619551921287;75.9577515889334
251;2024-09-06;68.1294477791064;78.7037453361743
252;2024-09-07;57.8312568759231;74.9021766969494
253;2024-09-08;68.2305535260708;95.989011919963
254;2024-09-09;81.4930576248026;109.419801072977
255;2024-09-10;95.0526974756465;138.7835104372
256;2024-09-11;115.99662891097;163.624494538277
257;2024-09-12;111.300979071435;167.051695043968
258;2024-09-13;119.306206646857;154.829047837903
259;2024-09-14;121.042800535701;159.548703767042
260;2024-09-15;131.057943255762;188.50469522831
261;2024-09-16;145.435983999529;208.991143438427
262;2024-09-17;129.659892439626;194.985366014026
263;2024-09-18;69.8226238815193;140.124544236681
264;2024-09-19;29.8312835382335;23.9170441265965
265;2024-09-20;21.2737314244387;15.9960956753025
266;2024-09-21;23.6870254762522;20.1988743499746
267;2024-09-22;17.0261910224359;12.098358642502
268;2024-09-23;20.9300727772843;21.7775212619771
269;2024-09-24;28.9570191684119;29.2415117819031
270;2024-09-25;26.2280567248051;27.0839850175841
271;2024-09-26;22.2142059124981;28.1993976135818
272;2024-09-27;25.2842500516071;30.1881268764357
273;2024-09-28;27.7026574303351;23.9399629741287
274;2024-09-29;27.8807747421875;23.1251876877333
275;2024-09-30;27.1752661269633;28.2854071460842
276;2024-10-01;33.781703546441;32.3869567060592
277;2024-10-02;42.9633856876091;33.7224074506594
278;2024-10-03;42.477164459846;41.7734258067427
279;2024-10-04;41.6073492332496;46.4686807600301
280;2024-10-05;40.4712890672743;32.1042676941853
281;2024-10-06;43.0836010259067;34.0434977946823
282;2024-10-07;39.1987830460758;31.3252057740845
283;2024-10-08;39.8303792010582;31.5954525441124
284;2024-10-09;39.4973550457428;35.1240362191719
285;2024-10-10;53.805284846301;54.848556439139
286;2024-10-11;52.3363962947695;66.8603480448951
287;2024-10-12;54.2109106546392;74.2699466133202
288;2024-10-13;54.783663700423;86.9929195096079
289;2024-10-14;56.7467246114082;83.4010833190832
290;2024-10-15;65.3944502661431;83.7512187580887
291;2024-10-16;63.0947863188034;81.0408994739254
292;2024-10-17;65.6686237242982;83.1671511312486
293;2024-10-18;63.052006807398;75.6172404929792
294;2024-10-19;64.30742538267;71.0151932584458
295;2024-10-20;70.2173298150087;75.7187608301569
296;2024-10-21;55.95764041025;76.8202697825682
297;2024-10-22;43.4769250467172;26.7083806409912
298;2024-10-23;42.7839559697546;29.3366483639273
299;2024-10-24;39.5904864682741;25.3210693905961
300;2024-10-25;36.0614950359948;18.7890630682645
301;2024-10-26;37.8726196367521;24.4436870788131
302;2024-10-27;47.6070134001924;37.4513639643747
303;2024-10-28;45.9466946062391;41.007087359066
304;2024-10-29;40.4450329868173;32.9295650783771
305;2024-10-30;40.5457828207071;34.5181692094619
306;2024-10-31;39.3958843647959;28.460385925694
307;2024-11-01;35.2083333669355;22.4352072749244
308;2024-11-02;42.912243395614;31.5386017104029
309;2024-11-03;50.1873258706349;37.3474446988004
310;2024-11-04;46.5354695332064;35.1706406013579
311;2024-11-05;45.6855850130471;30.2242419164722
312;2024-11-06;51.3797250343486;29.5730113682646
313;2024-11-07;48.3833635608808;34.9706694119543
314;2024-11-08;67.0199418200989;51.923171398933
315;2024-11-09;55.9198788146552;48.440409206115
316;2024-11-10;66.315291164751;47.4712163056786
317;2024-11-11;71.8607500112745;45.8487554952077
318;2024-11-12;53.634134628663;33.940209984244
319;2024-11-13;54.777507794572;47.7615022207222
320;2024-11-14;45.3879061238219;34.7739314060239
321;2024-11-15;63.3626562356771;76.5055812780148
322;2024-11-16;44.6371837782051;34.8639165101927
323;2024-11-17;48.6221328378713;40.7942639069148
324;2024-11-18;43.2580176691919;38.8498137090485
325;2024-11-19;35.3263609861809;32.2517176002042
326;2024-11-20;32.4561732993367;26.4159972527895
327;2024-11-21;41.4672548901144;33.5221246716398
328;2024-11-22;42.8870938054857;37.8781139966187
329;2024-11-23;38.6452669765372;34.5627735056385
330;2024-11-24;49.8330756037371;41.0846292947568
331;2024-11-25;50.1385385077052;40.2294218576615
332;2024-11-26;43.458874976;32.879993492218
333;2024-11-27;39.4791468812765;29.9226668866534
334;2024-11-28;46.6408937244636;30.0844195483512
335;2024-11-29;46.8665565193966;29.2972885940513
336;2024-11-30;49.7685140873494;41.1539265197858
337;2024-12-01;51.0027298649425;47.4868289738511
338;2024-12-02;56.6197465823587;45.71372576557
339;2024-12-03;48.9975640037794;37.6427618992079
340;2024-12-04;69.8964962277462;55.7446802416203
341;2024-12-05;72.3920506861044;52.2354816936083
342;2024-12-06;76.574954447632;69.8625951998606
343;2024-12-07;68.7366339007491;58.5933421890744
344;2024-12-08;68.5219074277778;51.0666809198305
345;2024-12-09;55.442029611452;40.3445209331069
346;2024-12-10;50.5321415043605;39.1892201061787
347;2024-12-11;41.445120742204;28.58564353073
348;2024-12-12;52.0089298495935;39.0949593929381
349;2024-12-13;46.3753467779503;39.4003298339496
350;2024-12-14;53.8965592903885;44.123491015995
351;2024-12-15;59.0527076920231;38.2608136211188
352;2024-12-16;56.8185542983658;42.5228655021703
353;2024-12-17;54.4601362173877;40.019797650365
354;2024-12-18;50.6696100877025;34.2627267227476
355;2024-12-19;51.9610983574789;27.4897881258464
356;2024-12-20;53.7198186421716;34.353351973711
357;2024-12-21;46.543700517859;33.2244785621369
358;2024-12-22;47.3947887102132;35.3601293100559
359;2024-12-23;59.9155498091228;52.0957285326626
360;2024-12-24;56.7366234244775;37.5375092165914
361;2024-12-25;52.9106790714784;37.0363974443632
362;2024-12-26;63.5638512683925;46.7414602403841
363;2024-12-27;58.9169075880151;39.0329482723961
364;2024-12-28;72.5245533302893;50.2507300726316
365;2024-12-29;67.2745739287406;45.2379066806466
366;2024-12-30;59.9434868443992;44.0103975265344
