WAARNEMINGDATUM;HH;NTU_h;Year;Date
2022-08-03;08;4;2022;08-03
2022-08-03;09;4;2022;08-03
2022-08-03;10;NA;2022;08-03
2022-08-03;11;NA;2022;08-03
2022-08-03;12;4;2022;08-03
2022-08-03;13;NA;2022;08-03
2022-08-03;14;9;2022;08-03
2022-08-03;15;10;2022;08-03
2022-08-03;16;9;2022;08-03
2022-08-03;17;9;2022;08-03
2022-08-03;18;9;2022;08-03
2022-08-03;19;NA;2022;08-03
2022-08-03;20;NA;2022;08-03
2022-08-03;21;5;2022;08-03
2022-08-03;22;NA;2022;08-03
2022-08-03;23;NA;2022;08-03
2022-08-04;00;NA;2022;08-04
2022-08-04;01;11;2022;08-04
2022-08-04;02;NA;2022;08-04
2022-08-04;03;10;2022;08-04
2022-08-04;04;NA;2022;08-04
2022-08-04;05;11;2022;08-04
2022-08-04;06;6;2022;08-04
2022-08-04;07;6;2022;08-04
2022-08-04;08;6;2022;08-04
2022-08-04;09;6;2022;08-04
2022-08-04;10;11;2022;08-04
2022-08-04;11;10.25;2022;08-04
2022-08-04;12;11;2022;08-04
2022-08-04;13;10;2022;08-04
2022-08-04;14;17;2022;08-04
2022-08-04;15;10.3333333333333;2022;08-04
2022-08-04;16;NA;2022;08-04
2022-08-04;17;NA;2022;08-04
2022-08-04;18;11.3333333333333;2022;08-04
2022-08-04;19;11.5;2022;08-04
2022-08-04;20;13;2022;08-04
2022-08-04;21;12.3333333333333;2022;08-04
2022-08-04;22;12;2022;08-04
2022-08-04;23;12;2022;08-04
2022-08-05;00;NA;2022;08-05
2022-08-05;01;9;2022;08-05
2022-08-05;02;10;2022;08-05
2022-08-05;03;NA;2022;08-05
2022-08-05;04;NA;2022;08-05
2022-08-05;05;10;2022;08-05
2022-08-05;06;NA;2022;08-05
2022-08-05;07;10;2022;08-05
2022-08-05;08;10;2022;08-05
2022-08-05;09;6;2022;08-05
2022-08-05;10;6;2022;08-05
2022-08-05;11;6;2022;08-05
2022-08-05;12;NA;2022;08-05
2022-08-05;13;NA;2022;08-05
2022-08-05;14;11;2022;08-05
2022-08-05;15;11;2022;08-05
2022-08-05;16;11;2022;08-05
2022-08-05;17;8;2022;08-05
2022-08-05;18;5;2022;08-05
2022-08-05;19;5;2022;08-05
2022-08-05;20;5;2022;08-05
2022-08-05;21;11;2022;08-05
2022-08-05;22;11;2022;08-05
2022-08-05;23;NA;2022;08-05
2022-08-06;00;NA;2022;08-06
2022-08-06;01;7.66666666666667;2022;08-06
2022-08-06;02;NA;2022;08-06
2022-08-06;03;NA;2022;08-06
2022-08-06;04;10;2022;08-06
2022-08-06;05;10;2022;08-06
2022-08-06;06;10;2022;08-06
2022-08-06;07;10;2022;08-06
2022-08-06;08;NA;2022;08-06
2022-08-06;09;NA;2022;08-06
2022-08-06;10;NA;2022;08-06
2022-08-06;11;NA;2022;08-06
2022-08-06;12;NA;2022;08-06
2022-08-06;13;NA;2022;08-06
2022-08-06;14;NA;2022;08-06
2022-08-06;15;8.5;2022;08-06
2022-08-06;16;NA;2022;08-06
2022-08-06;17;4;2022;08-06
2022-08-06;18;4;2022;08-06
2022-08-06;19;NA;2022;08-06
2022-08-06;20;NA;2022;08-06
2022-08-06;21;7;2022;08-06
2022-08-06;22;7;2022;08-06
2022-08-06;23;4;2022;08-06
2022-08-07;00;NA;2022;08-07
2022-08-07;01;12;2022;08-07
2022-08-07;02;9;2022;08-07
2022-08-07;03;9;2022;08-07
2022-08-07;04;NA;2022;08-07
2022-08-07;05;NA;2022;08-07
2022-08-07;06;9;2022;08-07
2022-08-07;07;NA;2022;08-07
2022-08-07;08;9;2022;08-07
2022-08-07;09;9;2022;08-07
2022-08-07;10;6.33333333333333;2022;08-07
2022-08-07;11;9;2022;08-07
2022-08-07;12;7;2022;08-07
2022-08-07;13;9;2022;08-07
2022-08-07;14;9;2022;08-07
2022-08-07;15;6;2022;08-07
2022-08-07;16;5.25;2022;08-07
2022-08-07;17;4;2022;08-07
2022-08-07;18;9;2022;08-07
2022-08-07;19;NA;2022;08-07
2022-08-07;20;NA;2022;08-07
2022-08-07;21;NA;2022;08-07
2022-08-07;22;NA;2022;08-07
2022-08-07;23;NA;2022;08-07
2022-08-08;00;NA;2022;08-08
2022-08-08;01;6;2022;08-08
2022-08-08;02;9;2022;08-08
2022-08-08;03;5;2022;08-08
2022-08-08;04;6;2022;08-08
2022-08-08;05;5.5;2022;08-08
2022-08-08;06;NA;2022;08-08
2022-08-08;07;5.5;2022;08-08
2022-08-08;08;5;2022;08-08
2022-08-08;09;4;2022;08-08
2022-08-08;10;4.5;2022;08-08
2022-08-08;11;5;2022;08-08
2022-08-08;12;4.25;2022;08-08
2022-08-08;13;5;2022;08-08
2022-08-08;14;NA;2022;08-08
2022-08-08;15;5;2022;08-08
2022-08-08;16;5;2022;08-08
2022-08-08;17;5;2022;08-08
2022-08-08;18;5;2022;08-08
2022-08-08;19;5;2022;08-08
2022-08-08;20;7;2022;08-08
2022-08-08;21;NA;2022;08-08
2022-08-08;22;11;2022;08-08
2022-08-08;23;NA;2022;08-08
2022-08-09;00;NA;2022;08-09
2022-08-09;01;9;2022;08-09
2022-08-09;02;NA;2022;08-09
2022-08-09;03;10;2022;08-09
2022-08-09;04;NA;2022;08-09
2022-08-09;05;9;2022;08-09
2022-08-09;06;9;2022;08-09
2022-08-09;07;NA;2022;08-09
2022-08-09;08;8;2022;08-09
2022-08-09;09;7.66666666666667;2022;08-09
2022-08-09;10;NA;2022;08-09
2022-08-09;11;NA;2022;08-09
2022-08-09;12;7;2022;08-09
2022-08-09;13;NA;2022;08-09
2022-08-09;14;6;2022;08-09
2022-08-09;15;NA;2022;08-09
2022-08-09;16;6;2022;08-09
2022-08-09;17;NA;2022;08-09
2022-08-09;18;NA;2022;08-09
2022-08-09;19;6;2022;08-09
2022-08-09;20;NA;2022;08-09
2022-08-09;21;NA;2022;08-09
2022-08-09;22;7.66666666666667;2022;08-09
2022-08-09;23;NA;2022;08-09
2022-08-10;00;8.5;2022;08-10
2022-08-10;01;NA;2022;08-10
2022-08-10;02;NA;2022;08-10
2022-08-10;03;8;2022;08-10
2022-08-10;04;7;2022;08-10
2022-08-10;05;7;2022;08-10
2022-08-10;09;6.5;2022;08-10
2022-08-10;10;6;2022;08-10
2022-08-10;11;6;2022;08-10
2022-08-10;12;5;2022;08-10
2022-08-10;13;NA;2022;08-10
2022-08-10;14;5;2022;08-10
2022-08-10;15;NA;2022;08-10
2022-08-10;16;5;2022;08-10
2022-08-10;17;NA;2022;08-10
2022-08-10;18;6;2022;08-10
2022-08-10;19;6;2022;08-10
2022-08-10;20;5;2022;08-10
2022-08-10;21;5;2022;08-10
2022-08-10;22;NA;2022;08-10
2022-08-10;23;5;2022;08-10
2022-08-11;00;5;2022;08-11
2022-08-11;01;NA;2022;08-11
2022-08-11;02;7;2022;08-11
2022-08-11;03;NA;2022;08-11
2022-08-11;04;NA;2022;08-11
2022-08-11;05;6;2022;08-11
2022-08-11;06;NA;2022;08-11
2022-08-11;07;NA;2022;08-11
2022-08-11;08;NA;2022;08-11
2022-08-11;09;NA;2022;08-11
2022-08-11;10;NA;2022;08-11
2022-08-11;11;NA;2022;08-11
2022-08-11;12;5;2022;08-11
2022-08-11;13;NA;2022;08-11
2022-08-11;14;5.66666666666667;2022;08-11
2022-08-11;15;5;2022;08-11
2022-08-11;16;5;2022;08-11
2022-08-11;17;5;2022;08-11
2022-08-11;18;5;2022;08-11
2022-08-11;19;6.2;2022;08-11
2022-08-11;20;5;2022;08-11
2022-08-11;21;NA;2022;08-11
2022-08-11;22;7;2022;08-11
2022-08-11;23;7;2022;08-11
2022-08-12;00;7;2022;08-12
2022-08-12;01;NA;2022;08-12
2022-08-12;02;NA;2022;08-12
2022-08-12;03;NA;2022;08-12
2022-08-12;04;NA;2022;08-12
2022-08-12;05;NA;2022;08-12
2022-08-12;06;NA;2022;08-12
2022-08-12;07;NA;2022;08-12
2022-08-12;08;NA;2022;08-12
2022-08-12;09;NA;2022;08-12
2022-08-12;10;NA;2022;08-12
2022-08-12;11;NA;2022;08-12
2022-08-12;12;NA;2022;08-12
2022-08-12;13;NA;2022;08-12
2022-08-12;14;NA;2022;08-12
2022-08-12;15;NA;2022;08-12
2022-08-12;16;NA;2022;08-12
2022-08-12;17;NA;2022;08-12
2022-08-12;18;NA;2022;08-12
2022-08-12;19;6;2022;08-12
2022-08-12;20;6;2022;08-12
2022-08-12;21;NA;2022;08-12
2022-08-12;22;5.66666666666667;2022;08-12
2022-08-12;23;5.5;2022;08-12
2022-08-13;00;5;2022;08-13
2022-08-13;01;5;2022;08-13
2022-08-13;02;NA;2022;08-13
2022-08-13;03;NA;2022;08-13
2022-08-13;04;6;2022;08-13
2022-08-13;05;6;2022;08-13
2022-08-13;06;NA;2022;08-13
2022-08-13;07;NA;2022;08-13
2022-08-13;08;NA;2022;08-13
2022-08-13;09;NA;2022;08-13
2022-08-13;10;NA;2022;08-13
2022-08-13;11;NA;2022;08-13
2022-08-13;12;NA;2022;08-13
2022-08-13;13;NA;2022;08-13
2022-08-13;14;6;2022;08-13
2022-08-13;15;7;2022;08-13
2022-08-13;16;NA;2022;08-13
2022-08-13;17;6;2022;08-13
2022-08-13;18;NA;2022;08-13
2022-08-13;19;NA;2022;08-13
2022-08-13;20;NA;2022;08-13
2022-08-13;21;NA;2022;08-13
2022-08-13;22;5;2022;08-13
2022-08-13;23;5.83333333333333;2022;08-13
2022-08-14;00;5;2022;08-14
2022-08-14;01;5;2022;08-14
2022-08-14;02;NA;2022;08-14
2022-08-14;03;NA;2022;08-14
2022-08-14;04;NA;2022;08-14
2022-08-14;05;NA;2022;08-14
2022-08-14;06;7;2022;08-14
2022-08-14;07;8;2022;08-14
2022-08-14;08;4;2022;08-14
2022-08-14;09;NA;2022;08-14
2022-08-14;10;NA;2022;08-14
2022-08-14;11;6;2022;08-14
2022-08-14;12;6;2022;08-14
2022-08-14;13;6;2022;08-14
2022-08-14;14;NA;2022;08-14
2022-08-14;15;NA;2022;08-14
2022-08-14;16;NA;2022;08-14
2022-08-14;17;NA;2022;08-14
2022-08-14;18;NA;2022;08-14
2022-08-14;19;7;2022;08-14
2022-08-14;20;NA;2022;08-14
2022-08-14;21;NA;2022;08-14
2022-08-14;22;8;2022;08-14
2022-08-14;23;7;2022;08-14
2022-08-15;00;4;2022;08-15
2022-08-15;01;NA;2022;08-15
2022-08-15;02;5.5;2022;08-15
2022-08-15;03;NA;2022;08-15
2022-08-15;04;10;2022;08-15
2022-08-15;05;16;2022;08-15
2022-08-15;06;NA;2022;08-15
2022-08-15;07;NA;2022;08-15
2022-08-15;08;NA;2022;08-15
2022-08-15;09;7;2022;08-15
2022-08-15;10;7;2022;08-15
2022-08-15;11;9;2022;08-15
2022-08-15;12;NA;2022;08-15
2022-08-15;13;NA;2022;08-15
2022-08-15;14;NA;2022;08-15
2022-08-15;15;NA;2022;08-15
2022-08-15;16;8;2022;08-15
2022-08-15;17;8;2022;08-15
2022-08-15;18;NA;2022;08-15
2022-08-15;19;NA;2022;08-15
2022-08-15;20;NA;2022;08-15
2022-08-15;21;4;2022;08-15
2022-08-15;22;4;2022;08-15
2022-08-15;23;4;2022;08-15
2022-08-16;00;NA;2022;08-16
2022-08-16;01;7;2022;08-16
2022-08-16;02;7;2022;08-16
2022-08-16;03;7;2022;08-16
2022-08-16;04;5.5;2022;08-16
2022-08-16;05;12;2022;08-16
2022-08-16;06;NA;2022;08-16
2022-08-16;07;5.5;2022;08-16
2022-08-16;08;5.5;2022;08-16
2022-08-16;09;NA;2022;08-16
2022-08-16;10;5.5;2022;08-16
2022-08-16;11;8;2022;08-16
2022-08-16;12;9.5;2022;08-16
2022-08-16;13;8.33333333333333;2022;08-16
2022-08-16;14;8.5;2022;08-16
2022-08-16;15;12;2022;08-16
2022-08-16;16;9.33333333333333;2022;08-16
2022-08-16;17;9.5;2022;08-16
2022-08-16;18;9;2022;08-16
2022-08-16;19;9.25;2022;08-16
2022-08-16;20;9;2022;08-16
2022-08-16;21;NA;2022;08-16
2022-08-16;22;12;2022;08-16
2022-08-16;23;15.5;2022;08-16
2022-08-17;00;10;2022;08-17
2022-08-17;01;10;2022;08-17
2022-08-17;02;6;2022;08-17
2022-08-17;03;NA;2022;08-17
2022-08-17;04;NA;2022;08-17
2022-08-17;05;7.66666666666667;2022;08-17
2022-08-17;06;7;2022;08-17
2022-08-17;07;5;2022;08-17
2022-08-17;08;5.8;2022;08-17
2022-08-17;09;5;2022;08-17
2022-08-17;10;NA;2022;08-17
2022-08-17;11;5;2022;08-17
2022-08-17;12;NA;2022;08-17
2022-08-17;13;8;2022;08-17
2022-08-17;14;NA;2022;08-17
2022-08-17;15;NA;2022;08-17
2022-08-17;16;NA;2022;08-17
2022-08-17;17;5.66666666666667;2022;08-17
2022-08-17;18;7;2022;08-17
2022-08-17;19;4;2022;08-17
2022-08-17;20;6;2022;08-17
2022-08-17;21;7.33333333333333;2022;08-17
2022-08-17;22;9;2022;08-17
2022-08-17;23;4;2022;08-17
2022-08-18;00;NA;2022;08-18
2022-08-18;01;8;2022;08-18
2022-08-18;02;NA;2022;08-18
2022-08-18;03;NA;2022;08-18
2022-08-18;04;NA;2022;08-18
2022-08-18;05;6.5;2022;08-18
2022-08-18;06;NA;2022;08-18
2022-08-18;07;8;2022;08-18
2022-08-18;08;NA;2022;08-18
2022-08-18;09;8;2022;08-18
2022-08-18;10;8;2022;08-18
2022-08-18;11;NA;2022;08-18
2022-08-18;12;8;2022;08-18
2022-08-18;13;NA;2022;08-18
2022-08-18;14;NA;2022;08-18
2022-08-18;15;4;2022;08-18
2022-08-18;16;NA;2022;08-18
2022-08-18;17;NA;2022;08-18
2022-08-18;18;8;2022;08-18
2022-08-18;19;5;2022;08-18
2022-08-18;20;NA;2022;08-18
2022-08-18;21;NA;2022;08-18
2022-08-18;22;NA;2022;08-18
2022-08-18;23;9;2022;08-18
2022-08-19;00;NA;2022;08-19
2022-08-19;01;5;2022;08-19
2022-08-19;02;9;2022;08-19
2022-08-19;03;NA;2022;08-19
2022-08-19;04;10;2022;08-19
2022-08-19;05;4;2022;08-19
2022-08-19;06;10;2022;08-19
2022-08-19;07;8;2022;08-19
2022-08-19;08;NA;2022;08-19
2022-08-19;09;12;2022;08-19
2022-08-19;10;11;2022;08-19
2022-08-19;11;11;2022;08-19
2022-08-19;12;11;2022;08-19
2022-08-19;13;NA;2022;08-19
2022-08-19;14;10;2022;08-19
2022-08-19;15;NA;2022;08-19
2022-08-19;16;NA;2022;08-19
2022-08-19;17;6;2022;08-19
2022-08-19;18;9;2022;08-19
2022-08-19;19;9;2022;08-19
2022-08-19;20;9;2022;08-19
2022-08-19;21;9;2022;08-19
2022-08-19;22;9;2022;08-19
2022-08-19;23;NA;2022;08-19
2022-08-20;00;23.5;2022;08-20
2022-08-20;01;5;2022;08-20
2022-08-20;02;8;2022;08-20
2022-08-20;03;NA;2022;08-20
2022-08-20;04;8;2022;08-20
2022-08-20;05;6;2022;08-20
2022-08-20;06;NA;2022;08-20
2022-08-20;07;5;2022;08-20
2022-08-20;08;5;2022;08-20
2022-08-20;09;5;2022;08-20
2022-08-20;10;8.5;2022;08-20
2022-08-20;11;NA;2022;08-20
2022-08-20;12;NA;2022;08-20
2022-08-20;13;9;2022;08-20
2022-08-20;14;5;2022;08-20
2022-08-20;15;5;2022;08-20
2022-08-20;16;7.4;2022;08-20
2022-08-20;17;NA;2022;08-20
2022-08-20;18;NA;2022;08-20
2022-08-20;19;5;2022;08-20
2022-08-20;20;6.66666666666667;2022;08-20
2022-08-20;21;NA;2022;08-20
2022-08-20;22;7;2022;08-20
2022-08-20;23;8;2022;08-20
2022-08-21;00;5;2022;08-21
2022-08-21;01;NA;2022;08-21
2022-08-21;02;NA;2022;08-21
2022-08-21;03;NA;2022;08-21
2022-08-21;04;9;2022;08-21
2022-08-21;05;NA;2022;08-21
2022-08-21;06;NA;2022;08-21
2022-08-21;07;NA;2022;08-21
2022-08-21;08;9;2022;08-21
2022-08-21;09;NA;2022;08-21
2022-08-21;10;NA;2022;08-21
2022-08-21;11;8;2022;08-21
2022-08-21;12;NA;2022;08-21
2022-08-21;13;NA;2022;08-21
2022-08-21;14;NA;2022;08-21
2022-08-21;15;NA;2022;08-21
2022-08-21;16;9;2022;08-21
2022-08-21;17;NA;2022;08-21
2022-08-21;18;NA;2022;08-21
2022-08-21;19;9;2022;08-21
2022-08-21;20;NA;2022;08-21
2022-08-21;21;NA;2022;08-21
2022-08-21;22;NA;2022;08-21
2022-08-21;23;9;2022;08-21
2022-08-22;00;9;2022;08-22
2022-08-22;01;9;2022;08-22
2022-08-22;02;NA;2022;08-22
2022-08-22;03;NA;2022;08-22
2022-08-22;04;5;2022;08-22
2022-08-22;05;NA;2022;08-22
2022-08-22;06;5;2022;08-22
2022-08-22;07;NA;2022;08-22
2022-08-22;08;5;2022;08-22
2022-08-22;09;5;2022;08-22
2022-08-22;10;7.66666666666667;2022;08-22
2022-08-22;11;5;2022;08-22
2022-08-22;12;10;2022;08-22
2022-08-22;13;5;2022;08-22
2022-08-22;14;7.5;2022;08-22
2022-08-22;15;5;2022;08-22
2022-08-22;16;8;2022;08-22
2022-08-22;17;5;2022;08-22
2022-08-22;18;NA;2022;08-22
2022-08-22;19;6;2022;08-22
2022-08-22;20;11;2022;08-22
2022-08-22;21;6.5;2022;08-22
2022-08-22;22;5;2022;08-22
2022-08-22;23;7;2022;08-22
2022-08-23;00;5;2022;08-23
2022-08-23;01;8.6;2022;08-23
2022-08-23;02;8.42857142857143;2022;08-23
2022-08-23;03;5;2022;08-23
2022-08-23;04;5;2022;08-23
2022-08-23;15;0;2022;08-23
2022-08-23;16;0;2022;08-23
2022-08-23;17;0;2022;08-23
2022-08-23;18;0;2022;08-23
2022-08-23;19;0;2022;08-23
2022-08-23;20;0;2022;08-23
2022-08-23;21;0;2022;08-23
2022-08-23;22;0;2022;08-23
2022-08-23;23;0;2022;08-23
2022-08-24;00;0;2022;08-24
2022-08-24;01;0;2022;08-24
2022-08-24;02;0;2022;08-24
2022-08-24;03;0;2022;08-24
2022-08-24;04;0;2022;08-24
2022-08-24;05;0;2022;08-24
2022-08-24;06;0;2022;08-24
2022-08-24;07;0;2022;08-24
2022-08-24;08;0;2022;08-24
2022-08-24;09;0;2022;08-24
2022-08-24;10;0;2022;08-24
2022-08-24;11;6.2;2022;08-24
2022-08-24;12;7;2022;08-24
2022-08-24;13;4;2022;08-24
2022-08-24;14;NA;2022;08-24
2022-08-24;15;4;2022;08-24
2022-08-24;16;5.33333333333333;2022;08-24
2022-08-24;17;4;2022;08-24
2022-08-24;18;8;2022;08-24
2022-08-24;19;NA;2022;08-24
2022-08-24;20;4;2022;08-24
2022-08-24;21;NA;2022;08-24
2022-08-24;22;8;2022;08-24
2022-08-24;23;6;2022;08-24
2022-08-25;00;9;2022;08-25
2022-08-25;01;8.33333333333333;2022;08-25
2022-08-25;02;9;2022;08-25
2022-08-25;03;8;2022;08-25
2022-08-25;04;6;2022;08-25
2022-08-25;05;9;2022;08-25
2022-08-25;06;8;2022;08-25
2022-08-25;07;NA;2022;08-25
2022-08-25;08;NA;2022;08-25
2022-08-25;09;NA;2022;08-25
2022-08-25;10;10;2022;08-25
2022-08-25;11;10;2022;08-25
2022-08-25;12;10;2022;08-25
2022-08-25;13;NA;2022;08-25
2022-08-25;14;NA;2022;08-25
2022-08-25;15;8.33333333333333;2022;08-25
2022-08-25;16;10;2022;08-25
2022-08-25;17;NA;2022;08-25
2022-08-25;18;11;2022;08-25
2022-08-25;19;10;2022;08-25
2022-08-25;20;NA;2022;08-25
2022-08-25;21;11;2022;08-25
2022-08-25;22;NA;2022;08-25
2022-08-25;23;NA;2022;08-25
2022-08-26;00;NA;2022;08-26
2022-08-26;01;NA;2022;08-26
2022-08-26;02;11;2022;08-26
2022-08-26;03;NA;2022;08-26
2022-08-26;04;9.33333333333333;2022;08-26
2022-08-26;05;8;2022;08-26
2022-08-26;06;5;2022;08-26
2022-08-26;07;10;2022;08-26
2022-08-26;08;8.33333333333333;2022;08-26
2022-08-26;09;5;2022;08-26
2022-08-26;10;NA;2022;08-26
2022-08-26;11;NA;2022;08-26
2022-08-26;12;10;2022;08-26
2022-08-26;13;10;2022;08-26
2022-08-26;14;10;2022;08-26
2022-08-26;15;8;2022;08-26
2022-08-26;16;9;2022;08-26
2022-08-26;17;NA;2022;08-26
2022-08-26;18;NA;2022;08-26
2022-08-26;19;11;2022;08-26
2022-08-26;20;NA;2022;08-26
2022-08-26;21;13;2022;08-26
2022-08-26;22;NA;2022;08-26
2022-08-26;23;NA;2022;08-26
2022-08-27;00;12.3333333333333;2022;08-27
2022-08-27;01;NA;2022;08-27
2022-08-27;02;NA;2022;08-27
2022-08-27;03;NA;2022;08-27
2022-08-27;04;14;2022;08-27
2022-08-27;05;10;2022;08-27
2022-08-27;06;14;2022;08-27
2022-08-27;07;NA;2022;08-27
2022-08-27;08;14;2022;08-27
2022-08-27;09;13;2022;08-27
2022-08-27;10;NA;2022;08-27
2022-08-27;11;NA;2022;08-27
2022-08-27;12;NA;2022;08-27
2022-08-27;13;15;2022;08-27
2022-08-27;14;12;2022;08-27
2022-08-27;15;12;2022;08-27
2022-08-27;16;NA;2022;08-27
2022-08-27;17;NA;2022;08-27
2022-08-27;18;NA;2022;08-27
2022-08-27;19;17;2022;08-27
2022-08-27;20;NA;2022;08-27
2022-08-27;21;13;2022;08-27
2022-08-27;22;NA;2022;08-27
2022-08-27;23;NA;2022;08-27
2022-08-28;00;NA;2022;08-28
2022-08-28;01;8;2022;08-28
2022-08-28;02;NA;2022;08-28
2022-08-28;03;10.5;2022;08-28
2022-08-28;04;NA;2022;08-28
2022-08-28;05;6;2022;08-28
2022-08-28;06;NA;2022;08-28
2022-08-28;07;NA;2022;08-28
2022-08-28;08;14;2022;08-28
2022-08-28;09;14;2022;08-28
2022-08-28;10;13;2022;08-28
2022-08-28;11;9;2022;08-28
2022-08-28;12;13;2022;08-28
2022-08-28;13;5;2022;08-28
2022-08-28;14;14;2022;08-28
2022-08-28;15;9.5;2022;08-28
2022-08-28;16;13;2022;08-28
2022-08-28;17;NA;2022;08-28
2022-08-28;18;9;2022;08-28
2022-08-28;19;12;2022;08-28
2022-08-28;20;10.5;2022;08-28
2022-08-28;21;NA;2022;08-28
2022-08-28;22;NA;2022;08-28
2022-08-28;23;NA;2022;08-28
2022-08-29;00;16;2022;08-29
2022-08-29;01;NA;2022;08-29
2022-08-29;02;18;2022;08-29
2022-08-29;03;NA;2022;08-29
2022-08-29;04;NA;2022;08-29
2022-08-29;05;NA;2022;08-29
2022-08-29;06;8;2022;08-29
2022-08-29;07;15;2022;08-29
2022-08-29;08;8;2022;08-29
2022-08-29;09;NA;2022;08-29
2022-08-29;10;9;2022;08-29
2022-08-29;11;11;2022;08-29
2022-08-29;12;14;2022;08-29
2022-08-29;13;NA;2022;08-29
2022-08-29;14;14;2022;08-29
2022-08-29;15;14;2022;08-29
2022-08-29;16;14;2022;08-29
2022-08-29;17;11;2022;08-29
2022-08-29;18;14;2022;08-29
2022-08-29;19;15;2022;08-29
2022-08-29;20;15;2022;08-29
2022-08-29;21;NA;2022;08-29
2022-08-29;22;16;2022;08-29
2022-08-29;23;15.5;2022;08-29
2022-08-30;00;16;2022;08-30
2022-08-30;01;NA;2022;08-30
2022-08-30;02;13;2022;08-30
2022-08-30;03;16;2022;08-30
2022-08-30;04;14;2022;08-30
2022-08-30;05;NA;2022;08-30
2022-08-30;06;14.5;2022;08-30
2022-08-30;07;14;2022;08-30
2022-08-30;08;14.5;2022;08-30
2022-08-30;09;14.6666666666667;2022;08-30
2022-08-30;10;14;2022;08-30
2022-08-30;11;14;2022;08-30
2022-08-30;12;NA;2022;08-30
2022-08-30;13;14.3333333333333;2022;08-30
2022-08-30;14;13;2022;08-30
2022-08-30;15;12;2022;08-30
2022-08-30;16;11;2022;08-30
2022-08-30;17;NA;2022;08-30
2022-08-30;18;12;2022;08-30
2022-08-30;19;15;2022;08-30
2022-08-30;20;15.5;2022;08-30
2022-08-30;21;15;2022;08-30
2022-08-30;22;16;2022;08-30
2022-08-30;23;16;2022;08-30
2022-08-31;00;NA;2022;08-31
2022-08-31;01;15;2022;08-31
2022-08-31;02;14;2022;08-31
2022-08-31;03;16;2022;08-31
2022-08-31;04;15;2022;08-31
2022-08-31;05;13;2022;08-31
2022-08-31;06;14.5;2022;08-31
2022-08-31;07;NA;2022;08-31
2022-08-31;08;NA;2022;08-31
2022-08-31;09;15;2022;08-31
2022-08-31;10;11;2022;08-31
2022-08-31;11;NA;2022;08-31
2022-08-31;12;12;2022;08-31
2022-08-31;13;13;2022;08-31
2022-08-31;14;13;2022;08-31
2022-08-31;15;13;2022;08-31
2022-08-31;16;9.66666666666667;2022;08-31
2022-08-31;17;13;2022;08-31
2022-08-31;18;13.3333333333333;2022;08-31
2022-08-31;19;9;2022;08-31
2022-08-31;20;12;2022;08-31
2022-08-31;21;8.5;2022;08-31
2022-08-31;22;8;2022;08-31
2022-08-31;23;11;2022;08-31
2022-09-01;00;11;2022;09-01
2022-09-01;01;8.5;2022;09-01
2022-09-01;02;NA;2022;09-01
2022-09-01;03;12;2022;09-01
2022-09-01;04;11.5;2022;09-01
2022-09-01;05;14;2022;09-01
2022-09-01;06;NA;2022;09-01
2022-09-01;07;NA;2022;09-01
2022-09-01;08;11;2022;09-01
2022-09-01;09;14;2022;09-01
2022-09-01;10;10;2022;09-01
2022-09-01;11;NA;2022;09-01
2022-09-01;12;12;2022;09-01
2022-09-01;13;8.5;2022;09-01
2022-09-01;14;NA;2022;09-01
2022-09-01;15;11;2022;09-01
2022-09-01;16;NA;2022;09-01
2022-09-01;17;7;2022;09-01
2022-09-01;18;11;2022;09-01
2022-09-01;19;12;2022;09-01
2022-09-01;20;11;2022;09-01
2022-09-01;21;5;2022;09-01
2022-09-01;22;NA;2022;09-01
2022-09-01;23;7.5;2022;09-01
2022-09-02;00;10;2022;09-02
2022-09-02;01;8;2022;09-02
2022-09-02;02;9;2022;09-02
2022-09-02;03;NA;2022;09-02
2022-09-02;04;10.5;2022;09-02
2022-09-02;05;NA;2022;09-02
2022-09-02;06;12;2022;09-02
2022-09-02;07;9.5;2022;09-02
2022-09-02;08;NA;2022;09-02
2022-09-02;09;13;2022;09-02
2022-09-02;10;NA;2022;09-02
2022-09-02;11;10;2022;09-02
2022-09-02;12;8;2022;09-02
2022-09-02;13;NA;2022;09-02
2022-09-02;14;7;2022;09-02
2022-09-02;15;6;2022;09-02
2022-09-02;16;6;2022;09-02
2022-09-02;17;6;2022;09-02
2022-09-02;18;8.5;2022;09-02
2022-09-02;19;NA;2022;09-02
2022-09-02;20;5;2022;09-02
2022-09-02;21;12;2022;09-02
2022-09-02;22;4;2022;09-02
2022-09-02;23;NA;2022;09-02
2022-09-03;00;NA;2022;09-03
2022-09-03;01;11;2022;09-03
2022-09-03;02;NA;2022;09-03
2022-09-03;03;NA;2022;09-03
2022-09-03;04;NA;2022;09-03
2022-09-03;05;NA;2022;09-03
2022-09-03;06;10;2022;09-03
2022-09-03;07;NA;2022;09-03
2022-09-03;08;10;2022;09-03
2022-09-03;09;NA;2022;09-03
2022-09-03;10;NA;2022;09-03
2022-09-03;11;10;2022;09-03
2022-09-03;12;10;2022;09-03
2022-09-03;13;13;2022;09-03
2022-09-03;14;10;2022;09-03
2022-09-03;15;10;2022;09-03
2022-09-03;16;NA;2022;09-03
2022-09-03;17;NA;2022;09-03
2022-09-03;18;NA;2022;09-03
2022-09-03;19;3;2022;09-03
2022-09-03;20;NA;2022;09-03
2022-09-03;21;4.66666666666667;2022;09-03
