WAARNEMINGDATUM;HH;NTU_h;Year;Date
2022-12-26;11;0;2022;12-26
2022-12-26;12;2.5;2022;12-26
2022-12-26;13;0;2022;12-26
2022-12-26;14;2.57142857142857;2022;12-26
2022-12-26;15;1.38461538461538;2022;12-26
2022-12-26;16;3.66666666666667;2022;12-26
2022-12-26;17;5.42857142857143;2022;12-26
2022-12-26;18;0;2022;12-26
2022-12-26;19;1.53846153846154;2022;12-26
2022-12-26;20;1.69230769230769;2022;12-26
2022-12-26;21;3.14285714285714;2022;12-26
2022-12-26;22;2;2022;12-26
2022-12-26;23;1.84615384615385;2022;12-26
2022-12-27;00;4;2022;12-27
2022-12-27;01;1.84615384615385;2022;12-27
2022-12-27;02;1.76923076923077;2022;12-27
2022-12-27;03;0;2022;12-27
2022-12-27;04;0;2022;12-27
2022-12-27;05;0;2022;12-27
2022-12-27;06;2.15384615384615;2022;12-27
2022-12-27;07;5.46666666666667;2022;12-27
2022-12-27;08;3.85714285714286;2022;12-27
2022-12-27;09;2.23076923076923;2022;12-27
2022-12-27;10;0;2022;12-27
2022-12-27;11;3.85714285714286;2022;12-27
2022-12-27;12;3.64285714285714;2022;12-27
2022-12-27;13;2;2022;12-27
2022-12-27;14;2;2022;12-27
2022-12-27;15;2;2022;12-27
2022-12-27;16;2.07692307692308;2022;12-27
2022-12-27;17;2;2022;12-27
2022-12-27;18;2.07692307692308;2022;12-27
2022-12-27;19;0;2022;12-27
2022-12-27;20;4.14285714285714;2022;12-27
2022-12-27;21;0;2022;12-27
2022-12-27;22;2.23076923076923;2022;12-27
2022-12-27;23;4.21428571428571;2022;12-27
2022-12-28;00;0;2022;12-28
2022-12-28;01;4.83333333333333;2022;12-28
2022-12-28;02;5.73333333333333;2022;12-28
2022-12-28;03;4.28571428571429;2022;12-28
2022-12-28;04;0;2022;12-28
2022-12-28;05;2.38461538461539;2022;12-28
2022-12-28;06;6.46666666666667;2022;12-28
2022-12-28;07;0;2022;12-28
2022-12-28;08;4.5;2022;12-28
2022-12-28;09;2.38461538461538;2022;12-28
2022-12-28;10;6.13333333333333;2022;12-28
2022-12-28;11;4.42857142857143;2022;12-28
2022-12-28;12;2.30769230769231;2022;12-28
2022-12-28;13;2.38461538461538;2022;12-28
2022-12-28;14;0;2022;12-28
2022-12-28;15;0;2022;12-28
2022-12-28;16;4.21428571428571;2022;12-28
2022-12-28;17;0;2022;12-28
2022-12-28;18;2.30769230769231;2022;12-28
2022-12-28;19;4.21428571428571;2022;12-28
2022-12-28;20;2.23076923076923;2022;12-28
2022-12-28;21;5.66666666666667;2022;12-28
2022-12-28;22;2.30769230769231;2022;12-28
2022-12-28;23;2.23076923076923;2022;12-28
2022-12-29;00;2.15384615384615;2022;12-29
2022-12-29;01;5.4;2022;12-29
2022-12-29;02;4.07142857142857;2022;12-29
2022-12-29;03;5.4;2022;12-29
2022-12-29;04;0;2022;12-29
2022-12-29;05;4.21428571428571;2022;12-29
2022-12-29;06;4.42857142857143;2022;12-29
2022-12-29;07;4.21428571428571;2022;12-29
2022-12-29;08;0;2022;12-29
2022-12-29;09;4.42857142857143;2022;12-29
2022-12-29;10;5.25;2022;12-29
2022-12-29;11;4.64285714285714;2022;12-29
2022-12-29;12;0;2022;12-29
2022-12-29;13;4.78571428571429;2022;12-29
2022-12-29;14;7.06666666666667;2022;12-29
2022-12-29;15;7.2;2022;12-29
2022-12-29;16;0;2022;12-29
2022-12-29;17;2.92307692307692;2022;12-29
2022-12-29;18;3.36363636363636;2022;12-29
2022-12-29;19;5.14285714285714;2022;12-29
2022-12-29;20;2.76923076923077;2022;12-29
2022-12-29;21;5.14285714285714;2022;12-29
2022-12-29;22;7.2;2022;12-29
2022-12-29;23;0;2022;12-29
2022-12-30;00;0;2022;12-30
2022-12-30;01;0;2022;12-30
2022-12-30;02;4;2022;12-30
2022-12-30;03;5.33333333333333;2022;12-30
2022-12-30;04;5.06666666666667;2022;12-30
2022-12-30;05;3.35714285714286;2022;12-30
2022-12-30;06;4.6;2022;12-30
2022-12-30;07;4.6;2022;12-30
2022-12-30;08;0;2022;12-30
2022-12-30;09;1.69230769230769;2022;12-30
2022-12-30;10;2.15384615384615;2022;12-30
2022-12-30;11;2.69230769230769;2022;12-30
2022-12-30;12;0;2022;12-30
2022-12-30;13;2.76923076923077;2022;12-30
2022-12-30;14;4.64285714285714;2022;12-30
2022-12-30;15;4.64285714285714;2022;12-30
2022-12-30;16;4.71428571428571;2022;12-30
2022-12-30;17;6.2;2022;12-30
2022-12-30;18;2.38461538461539;2022;12-30
2022-12-30;19;2.30769230769231;2022;12-30
2022-12-30;20;2.46153846153846;2022;12-30
2022-12-30;21;6.46666666666667;2022;12-30
2022-12-30;22;0;2022;12-30
2022-12-30;23;2.07692307692308;2022;12-30
2022-12-31;00;5.2;2022;12-31
2022-12-31;01;5.46666666666667;2022;12-31
2022-12-31;02;2.15384615384615;2022;12-31
2022-12-31;03;5.93333333333333;2022;12-31
2022-12-31;04;0;2022;12-31
2022-12-31;05;2.30769230769231;2022;12-31
2022-12-31;06;6.33333333333333;2022;12-31
2022-12-31;07;2.46153846153846;2022;12-31
2022-12-31;08;2.53846153846154;2022;12-31
2022-12-31;09;8.25;2022;12-31
2022-12-31;10;6.4;2022;12-31
2022-12-31;11;0;2022;12-31
2022-12-31;12;0;2022;12-31
2022-12-31;13;1.92307692307692;2022;12-31
2022-12-31;14;1.84615384615385;2022;12-31
2022-12-31;15;4.78571428571429;2022;12-31
2022-12-31;16;2.64285714285714;2022;12-31
2022-12-31;17;2.42857142857143;2022;12-31
2022-12-31;18;2.21428571428571;2022;12-31
2022-12-31;19;2.86666666666667;2022;12-31
2022-12-31;20;0;2022;12-31
2022-12-31;21;1.07692307692308;2022;12-31
2022-12-31;22;1.92857142857143;2022;12-31
2022-12-31;23;0;2022;12-31
2023-01-01;00;0;2023;01-01
2023-01-01;01;1.85714285714286;2023;01-01
2023-01-01;02;0;2023;01-01
2023-01-01;03;0;2023;01-01
2023-01-01;04;0.923076923076923;2023;01-01
2023-01-01;05;0.923076923076923;2023;01-01
2023-01-01;06;1.71428571428571;2023;01-01
2023-01-01;07;0.923076923076923;2023;01-01
2023-01-01;08;0.923076923076923;2023;01-01
2023-01-01;09;0.923076923076923;2023;01-01
2023-01-01;10;1.71428571428571;2023;01-01
2023-01-01;11;0.923076923076923;2023;01-01
2023-01-01;12;0;2023;01-01
2023-01-01;13;0;2023;01-01
2023-01-01;14;1.15384615384615;2023;01-01
2023-01-01;15;0;2023;01-01
2023-01-01;16;0;2023;01-01
2023-01-01;17;1.15384615384615;2023;01-01
2023-01-01;18;2;2023;01-01
2023-01-01;19;1.85714285714286;2023;01-01
2023-01-01;20;0.923076923076923;2023;01-01
2023-01-01;21;0.846153846153846;2023;01-01
2023-01-01;22;2.2;2023;01-01
2023-01-01;23;0.846153846153846;2023;01-01
2023-01-02;00;0;2023;01-02
2023-01-02;01;0;2023;01-02
2023-01-02;02;2;2023;01-02
2023-01-02;03;0.769230769230769;2023;01-02
2023-01-02;04;0.769230769230769;2023;01-02
2023-01-02;05;1.28571428571429;2023;01-02
2023-01-02;06;0;2023;01-02
2023-01-02;07;0;2023;01-02
2023-01-02;08;1.8;2023;01-02
2023-01-02;09;0;2023;01-02
2023-01-02;10;0;2023;01-02
2023-01-02;11;1.35714285714286;2023;01-02
2023-01-02;12;0.846153846153846;2023;01-02
2023-01-02;13;1.85714285714286;2023;01-02
2023-01-02;14;1.07692307692308;2023;01-02
2023-01-02;15;0;2023;01-02
2023-01-02;16;1.23076923076923;2023;01-02
2023-01-02;17;2.14285714285714;2023;01-02
2023-01-02;18;2.28571428571429;2023;01-02
2023-01-02;19;2.64285714285714;2023;01-02
2023-01-02;20;4.33333333333333;2023;01-02
2023-01-02;21;3.42857142857143;2023;01-02
2023-01-02;22;5.13333333333333;2023;01-02
2023-01-02;23;0;2023;01-02
2023-01-03;00;2.15384615384615;2023;01-03
2023-01-03;01;4.28571428571429;2023;01-03
2023-01-03;02;2.38461538461538;2023;01-03
2023-01-03;03;6;2023;01-03
2023-01-03;04;0;2023;01-03
2023-01-03;05;4.14285714285714;2023;01-03
2023-01-03;06;2.30769230769231;2023;01-03
2023-01-03;07;2.38461538461538;2023;01-03
2023-01-03;08;4.42857142857143;2023;01-03
2023-01-03;09;2.61538461538462;2023;01-03
2023-01-03;10;0;2023;01-03
2023-01-03;11;0;2023;01-03
2023-01-03;12;2.76923076923077;2023;01-03
2023-01-03;13;0;2023;01-03
2023-01-03;14;2.69230769230769;2023;01-03
2023-01-03;15;0;2023;01-03
2023-01-03;16;2.76923076923077;2023;01-03
2023-01-03;17;0;2023;01-03
2023-01-03;18;5.14285714285714;2023;01-03
2023-01-03;19;2.76923076923077;2023;01-03
2023-01-03;20;5.07142857142857;2023;01-03
2023-01-03;21;4.71428571428571;2023;01-03
2023-01-03;22;0;2023;01-03
2023-01-03;23;0;2023;01-03
2023-01-04;00;6.13333333333333;2023;01-04
2023-01-04;01;4.71428571428571;2023;01-04
2023-01-04;02;6;2023;01-04
2023-01-04;03;5;2023;01-04
2023-01-04;04;3.15384615384615;2023;01-04
2023-01-04;05;5.57142857142857;2023;01-04
2023-01-04;06;5.28571428571429;2023;01-04
2023-01-04;07;4.57142857142857;2023;01-04
2023-01-04;08;6.26666666666667;2023;01-04
2023-01-04;09;0;2023;01-04
2023-01-04;10;2.07692307692308;2023;01-04
2023-01-04;11;0;2023;01-04
2023-01-04;12;0;2023;01-04
2023-01-04;13;0;2023;01-04
2023-01-04;14;3.42857142857143;2023;01-04
2023-01-04;15;4.33333333333333;2023;01-04
2023-01-04;16;1.61538461538462;2023;01-04
2023-01-04;17;0;2023;01-04
2023-01-04;18;2.57142857142857;2023;01-04
2023-01-04;19;2.42857142857143;2023;01-04
2023-01-04;20;1.30769230769231;2023;01-04
2023-01-04;21;0;2023;01-04
2023-01-04;22;3.46666666666667;2023;01-04
2023-01-04;23;1.30769230769231;2023;01-04
2023-01-05;00;2.78571428571429;2023;01-05
2023-01-05;01;3.28571428571429;2023;01-05
2023-01-05;02;3.5;2023;01-05
2023-01-05;03;0;2023;01-05
2023-01-05;04;0;2023;01-05
2023-01-05;05;3.92857142857143;2023;01-05
2023-01-05;06;0;2023;01-05
2023-01-05;07;2.30769230769231;2023;01-05
2023-01-05;08;6;2023;01-05
2023-01-05;09;0;2023;01-05
2023-01-05;10;1.92307692307692;2023;01-05
2023-01-05;11;0;2023;01-05
2023-01-05;12;0;2023;01-05
2023-01-05;13;1.92307692307692;2023;01-05
2023-01-05;14;0;2023;01-05
2023-01-05;15;1.84615384615385;2023;01-05
2023-01-05;16;2.92857142857143;2023;01-05
2023-01-05;17;0;2023;01-05
2023-01-05;18;1.5;2023;01-05
2023-01-05;19;0;2023;01-05
2023-01-05;20;0;2023;01-05
2023-01-05;21;1.15384615384615;2023;01-05
2023-01-05;22;1.15384615384615;2023;01-05
2023-01-05;23;1.15384615384615;2023;01-05
2023-01-06;00;3.53333333333333;2023;01-06
2023-01-06;01;1.53846153846154;2023;01-06
2023-01-06;02;3.93333333333333;2023;01-06
2023-01-06;03;1.53846153846154;2023;01-06
2023-01-06;04;0;2023;01-06
2023-01-06;05;0;2023;01-06
2023-01-06;06;1.46153846153846;2023;01-06
2023-01-06;07;3.07142857142857;2023;01-06
2023-01-06;08;1.69230769230769;2023;01-06
2023-01-06;09;2.2;2023;01-06
2023-01-06;10;0;2023;01-06
2023-01-06;11;1.76923076923077;2023;01-06
2023-01-06;12;3.64285714285714;2023;01-06
2023-01-06;13;3.78571428571429;2023;01-06
2023-01-06;14;4.21428571428571;2023;01-06
2023-01-06;15;0;2023;01-06
2023-01-06;16;2.07692307692308;2023;01-06
2023-01-06;17;2.23076923076923;2023;01-06
2023-01-06;18;4.14285714285714;2023;01-06
2023-01-06;19;2.30769230769231;2023;01-06
2023-01-06;20;2.38461538461539;2023;01-06
2023-01-06;21;0;2023;01-06
2023-01-06;22;4.35714285714286;2023;01-06
2023-01-06;23;2.30769230769231;2023;01-06
2023-01-07;00;4.35714285714286;2023;01-07
2023-01-07;01;4.28571428571429;2023;01-07
2023-01-07;02;4.07142857142857;2023;01-07
2023-01-07;03;3.85714285714286;2023;01-07
2023-01-07;04;1.84615384615385;2023;01-07
2023-01-07;05;0;2023;01-07
2023-01-07;06;0;2023;01-07
2023-01-07;07;1.76923076923077;2023;01-07
2023-01-07;08;0;2023;01-07
2023-01-07;09;3.5;2023;01-07
2023-01-07;10;3.35714285714286;2023;01-07
2023-01-07;11;1.84615384615385;2023;01-07
2023-01-07;12;1.92307692307692;2023;01-07
2023-01-07;13;2;2023;01-07
2023-01-07;14;2.07692307692308;2023;01-07
2023-01-07;15;0;2023;01-07
2023-01-07;16;0;2023;01-07
2023-01-07;17;1.92307692307692;2023;01-07
2023-01-07;18;1.91666666666667;2023;01-07
2023-01-07;19;0;2023;01-07
2023-01-07;20;3.5;2023;01-07
2023-01-07;21;3.64285714285714;2023;01-07
2023-01-07;22;2.15384615384615;2023;01-07
2023-01-07;23;3.92857142857143;2023;01-07
2023-01-08;00;0;2023;01-08
2023-01-08;01;3.57142857142857;2023;01-08
2023-01-08;02;0;2023;01-08
2023-01-08;03;5.06666666666667;2023;01-08
2023-01-08;04;3.92857142857143;2023;01-08
2023-01-08;05;5.46666666666667;2023;01-08
2023-01-08;06;2.07692307692308;2023;01-08
2023-01-08;07;1.92307692307692;2023;01-08
2023-01-08;08;3.07142857142857;2023;01-08
2023-01-08;09;2.71428571428571;2023;01-08
2023-01-08;10;4.3125;2023;01-08
2023-01-08;11;1.23076923076923;2023;01-08
2023-01-08;12;3.2;2023;01-08
2023-01-08;13;0;2023;01-08
2023-01-08;14;1.38461538461538;2023;01-08
2023-01-08;15;2.92857142857143;2023;01-08
2023-01-08;16;2.92857142857143;2023;01-08
2023-01-08;17;1.46153846153846;2023;01-08
2023-01-08;18;1.30769230769231;2023;01-08
2023-01-08;19;0;2023;01-08
2023-01-08;20;1.5;2023;01-08
2023-01-08;21;0;2023;01-08
2023-01-08;22;1.53846153846154;2023;01-08
2023-01-08;23;3.93333333333333;2023;01-08
2023-01-09;00;1.38461538461538;2023;01-09
2023-01-09;01;0;2023;01-09
2023-01-09;02;1.30769230769231;2023;01-09
2023-01-09;03;2.5;2023;01-09
2023-01-09;04;1.46153846153846;2023;01-09
2023-01-09;05;2.64285714285714;2023;01-09
2023-01-09;06;1.38461538461538;2023;01-09
2023-01-09;07;0;2023;01-09
2023-01-09;08;0;2023;01-09
2023-01-09;09;1.23076923076923;2023;01-09
2023-01-09;10;3.93333333333333;2023;01-09
2023-01-09;11;1.69230769230769;2023;01-09
2023-01-09;12;1.76923076923077;2023;01-09
2023-01-09;13;1.76923076923077;2023;01-09
2023-01-09;14;3.35714285714286;2023;01-09
2023-01-09;15;5.13333333333333;2023;01-09
2023-01-09;16;2.15384615384615;2023;01-09
2023-01-09;17;0;2023;01-09
2023-01-09;18;2.38461538461538;2023;01-09
2023-01-09;19;2.53846153846154;2023;01-09
2023-01-09;20;4.78571428571429;2023;01-09
2023-01-09;21;0;2023;01-09
2023-01-09;22;4.85714285714286;2023;01-09
2023-01-09;23;2.46153846153846;2023;01-09
2023-01-10;00;4.71428571428571;2023;01-10
2023-01-10;01;2.53846153846154;2023;01-10
2023-01-10;02;2.61538461538461;2023;01-10
2023-01-10;03;4.5;2023;01-10
2023-01-10;04;0;2023;01-10
2023-01-10;05;4.14285714285714;2023;01-10
2023-01-10;06;2.07692307692308;2023;01-10
2023-01-10;07;0;2023;01-10
2023-01-10;08;1.84615384615385;2023;01-10
2023-01-10;09;1.92307692307692;2023;01-10
2023-01-10;10;3.35714285714286;2023;01-10
2023-01-10;11;0;2023;01-10
2023-01-10;12;0;2023;01-10
2023-01-10;13;3.78571428571429;2023;01-10
2023-01-10;14;2.46153846153846;2023;01-10
2023-01-10;15;0;2023;01-10
2023-01-10;16;0;2023;01-10
2023-01-10;17;0;2023;01-10
2023-01-10;18;0;2023;01-10
2023-01-10;19;2.38461538461538;2023;01-10
2023-01-10;20;0;2023;01-10
2023-01-10;21;0;2023;01-10
2023-01-10;22;0;2023;01-10
2023-01-10;23;3.15384615384615;2023;01-10
2023-01-11;00;6.06666666666667;2023;01-11
2023-01-11;01;6;2023;01-11
2023-01-11;02;0;2023;01-11
2023-01-11;03;4.07142857142857;2023;01-11
2023-01-11;04;0;2023;01-11
2023-01-11;05;0;2023;01-11
2023-01-11;06;0;2023;01-11
2023-01-11;07;4.85714285714286;2023;01-11
2023-01-11;08;2.69230769230769;2023;01-11
2023-01-11;09;5.14285714285714;2023;01-11
2023-01-11;10;2.84615384615385;2023;01-11
2023-01-11;11;5.42857142857143;2023;01-11
2023-01-11;12;5.78571428571429;2023;01-11
2023-01-11;13;5.57142857142857;2023;01-11
2023-01-11;14;2.84615384615385;2023;01-11
2023-01-11;15;5.42857142857143;2023;01-11
2023-01-11;16;7.33333333333333;2023;01-11
2023-01-11;17;2.92307692307692;2023;01-11
2023-01-11;18;5.85714285714286;2023;01-11
2023-01-11;19;3.23076923076923;2023;01-11
2023-01-11;20;3.38461538461538;2023;01-11
2023-01-11;21;0;2023;01-11
2023-01-11;22;0;2023;01-11
2023-01-11;23;3.23076923076923;2023;01-11
2023-01-12;00;6;2023;01-12
2023-01-12;01;0;2023;01-12
2023-01-12;02;0;2023;01-12
2023-01-12;03;2.92307692307692;2023;01-12
2023-01-12;04;3;2023;01-12
2023-01-12;05;0;2023;01-12
2023-01-12;06;0;2023;01-12
2023-01-12;07;3;2023;01-12
2023-01-12;08;0;2023;01-12
2023-01-12;09;10.1875;2023;01-12
2023-01-12;10;3.15384615384615;2023;01-12
2023-01-12;11;2.76923076923077;2023;01-12
2023-01-12;12;5.14285714285714;2023;01-12
2023-01-12;13;2.76923076923077;2023;01-12
2023-01-12;14;5.28571428571429;2023;01-12
2023-01-12;15;2.76923076923077;2023;01-12
2023-01-12;16;3.07692307692308;2023;01-12
2023-01-12;17;9.625;2023;01-12
2023-01-12;18;5.28571428571429;2023;01-12
2023-01-12;19;5.85714285714286;2023;01-12
2023-01-12;20;0;2023;01-12
2023-01-12;21;0;2023;01-12
2023-01-12;22;5.42857142857143;2023;01-12
2023-01-12;23;0;2023;01-12
2023-01-13;00;0;2023;01-13
2023-01-13;01;6.33333333333333;2023;01-13
2023-01-13;02;4.28571428571429;2023;01-13
2023-01-13;03;0;2023;01-13
2023-01-13;04;0;2023;01-13
2023-01-13;05;0;2023;01-13
2023-01-13;06;0;2023;01-13
2023-01-13;07;0;2023;01-13
2023-01-13;08;0;2023;01-13
2023-01-13;09;0;2023;01-13
2023-01-13;10;0;2023;01-13
2023-01-13;11;5.14285714285714;2023;01-13
2023-01-13;12;0;2023;01-13
2023-01-13;13;5.71428571428571;2023;01-13
2023-01-13;14;5.71428571428571;2023;01-13
2023-01-13;15;0;2023;01-13
2023-01-13;16;3;2023;01-13
2023-01-13;17;2.84615384615385;2023;01-13
2023-01-13;18;5.07142857142857;2023;01-13
2023-01-13;19;5.14285714285714;2023;01-13
2023-01-13;20;5.35714285714286;2023;01-13
2023-01-13;21;5.07142857142857;2023;01-13
2023-01-13;22;2.61538461538462;2023;01-13
2023-01-13;23;0;2023;01-13
2023-01-14;00;2.84615384615385;2023;01-14
2023-01-14;01;5;2023;01-14
2023-01-14;02;5.07142857142857;2023;01-14
2023-01-14;03;0;2023;01-14
2023-01-14;04;0;2023;01-14
2023-01-14;05;0;2023;01-14
2023-01-14;06;0;2023;01-14
2023-01-14;07;0;2023;01-14
2023-01-14;08;0;2023;01-14
2023-01-14;09;0;2023;01-14
2023-01-14;10;0;2023;01-14
2023-01-14;11;0;2023;01-14
2023-01-14;12;0;2023;01-14
2023-01-14;13;0;2023;01-14
2023-01-14;14;0;2023;01-14
2023-01-14;15;0;2023;01-14
2023-01-14;16;0;2023;01-14
2023-01-14;17;0;2023;01-14
2023-01-14;18;0;2023;01-14
2023-01-14;19;0;2023;01-14
2023-01-14;20;0;2023;01-14
2023-01-14;21;0;2023;01-14
2023-01-14;22;0;2023;01-14
2023-01-14;23;0;2023;01-14
2023-01-15;00;0;2023;01-15
2023-01-18;10;22.3333333333333;2023;01-18
2023-01-18;11;21;2023;01-18
2023-01-18;12;20;2023;01-18
2023-01-18;13;21;2023;01-18
2023-01-18;14;NA;2023;01-18
2023-01-18;15;22;2023;01-18
2023-01-18;16;23;2023;01-18
2023-01-18;17;21;2023;01-18
2023-01-18;18;NA;2023;01-18
2023-01-18;19;NA;2023;01-18
2023-01-18;20;18;2023;01-18
2023-01-18;21;17;2023;01-18
2023-01-18;22;NA;2023;01-18
2023-01-18;23;16;2023;01-18
2023-01-19;00;19.6666666666667;2023;01-19
2023-01-19;01;21;2023;01-19
2023-01-19;02;NA;2023;01-19
2023-01-19;03;22.6666666666667;2023;01-19
2023-01-19;04;NA;2023;01-19
2023-01-19;05;22;2023;01-19
2023-01-19;06;21;2023;01-19
2023-01-19;07;21;2023;01-19
2023-01-19;08;21;2023;01-19
2023-01-19;09;NA;2023;01-19
2023-01-19;10;21;2023;01-19
2023-01-19;11;21;2023;01-19
2023-01-19;12;NA;2023;01-19
2023-01-19;13;21;2023;01-19
2023-01-19;14;21;2023;01-19
2023-01-19;15;20;2023;01-19
2023-01-19;16;NA;2023;01-19
2023-01-19;17;20;2023;01-19
2023-01-19;18;NA;2023;01-19
2023-01-19;19;NA;2023;01-19
2023-01-19;20;21;2023;01-19
2023-01-19;21;21;2023;01-19
2023-01-19;22;21;2023;01-19
2023-01-19;23;21.3333333333333;2023;01-19
2023-01-20;00;21;2023;01-20
2023-01-20;01;21;2023;01-20
2023-01-20;02;20;2023;01-20
2023-01-20;03;19;2023;01-20
2023-01-20;04;19;2023;01-20
2023-01-20;05;17;2023;01-20
2023-01-20;06;NA;2023;01-20
2023-01-20;07;NA;2023;01-20
2023-01-20;08;14.6666666666667;2023;01-20
2023-01-20;09;14;2023;01-20
2023-01-20;10;NA;2023;01-20
2023-01-20;11;13;2023;01-20
2023-01-20;12;NA;2023;01-20
2023-01-20;13;12;2023;01-20
2023-01-20;14;12;2023;01-20
2023-01-20;15;12;2023;01-20
2023-01-20;16;12;2023;01-20
2023-01-20;17;12;2023;01-20
2023-01-20;18;12;2023;01-20
2023-01-20;19;NA;2023;01-20
2023-01-20;20;NA;2023;01-20
2023-01-20;21;NA;2023;01-20
2023-01-25;05;NA;2023;01-25
2023-01-25;06;13;2023;01-25
2023-01-25;07;NA;2023;01-25
2023-01-25;08;NA;2023;01-25
2023-01-25;09;13;2023;01-25
2023-01-25;10;14;2023;01-25
2023-01-25;11;13;2023;01-25
2023-01-25;12;NA;2023;01-25
2023-01-25;13;12;2023;01-25
2023-01-25;14;12;2023;01-25
2023-01-25;15;12;2023;01-25
2023-01-25;16;12.5;2023;01-25
2023-01-25;17;NA;2023;01-25
2023-01-25;18;14;2023;01-25
2023-01-25;19;NA;2023;01-25
2023-01-25;20;14;2023;01-25
2023-01-25;21;15;2023;01-25
2023-01-25;22;NA;2023;01-25
2023-01-25;23;14;2023;01-25
2023-01-26;00;NA;2023;01-26
2023-01-26;01;NA;2023;01-26
2023-01-26;02;14.5;2023;01-26
2023-01-26;03;15;2023;01-26
2023-01-26;04;NA;2023;01-26
2023-01-26;05;NA;2023;01-26
2023-01-26;06;NA;2023;01-26
2023-01-26;07;17;2023;01-26
2023-01-26;08;NA;2023;01-26
2023-01-26;09;17;2023;01-26
2023-01-26;10;17;2023;01-26
2023-01-26;11;17;2023;01-26
2023-01-26;12;18;2023;01-26
2023-01-26;13;18;2023;01-26
2023-01-26;14;17;2023;01-26
2023-01-26;15;15;2023;01-26
2023-01-26;16;15;2023;01-26
2023-01-26;17;15;2023;01-26
2023-01-26;18;15;2023;01-26
2023-01-26;19;15;2023;01-26
2023-01-26;20;14;2023;01-26
2023-01-26;21;NA;2023;01-26
2023-01-26;22;13;2023;01-26
2023-01-26;23;NA;2023;01-26
2023-01-27;00;12;2023;01-27
2023-01-27;01;11;2023;01-27
2023-01-27;02;11;2023;01-27
2023-01-27;03;NA;2023;01-27
2023-01-27;11;NA;2023;01-27
2023-01-27;12;9;2023;01-27
2023-01-27;13;9;2023;01-27
2023-01-27;14;NA;2023;01-27
2023-01-27;15;NA;2023;01-27
2023-01-27;16;NA;2023;01-27
2023-01-27;17;NA;2023;01-27
2023-01-27;18;NA;2023;01-27
2023-01-27;19;8;2023;01-27
2023-01-27;20;8;2023;01-27
2023-01-27;21;NA;2023;01-27
2023-01-27;22;8;2023;01-27
2023-01-27;23;8;2023;01-27
2023-01-28;00;NA;2023;01-28
2023-01-28;01;NA;2023;01-28
2023-01-28;02;8;2023;01-28
2023-01-28;03;8;2023;01-28
2023-01-28;04;8;2023;01-28
2023-01-28;05;NA;2023;01-28
2023-01-28;06;NA;2023;01-28
2023-01-28;07;10;2023;01-28
2023-01-28;08;10;2023;01-28
2023-01-28;09;13;2023;01-28
2023-01-28;10;13;2023;01-28
2023-01-28;11;13;2023;01-28
2023-01-28;12;14;2023;01-28
2023-01-28;13;14;2023;01-28
2023-01-28;14;15;2023;01-28
2023-01-28;15;NA;2023;01-28
2023-01-28;16;16;2023;01-28
2023-01-28;17;17;2023;01-28
2023-01-28;18;NA;2023;01-28
2023-01-28;19;18;2023;01-28
2023-01-28;20;18;2023;01-28
2023-01-28;21;NA;2023;01-28
2023-01-28;22;NA;2023;01-28
2023-01-28;23;17;2023;01-28
2023-01-29;00;NA;2023;01-29
2023-01-29;01;19;2023;01-29
2023-01-29;02;NA;2023;01-29
2023-01-29;03;20;2023;01-29
2023-01-29;04;22;2023;01-29
2023-01-29;05;NA;2023;01-29
2023-01-29;06;NA;2023;01-29
2023-01-29;07;NA;2023;01-29
2023-01-29;08;NA;2023;01-29
2023-01-29;09;23.5;2023;01-29
2023-01-29;10;NA;2023;01-29
2023-01-29;11;NA;2023;01-29
2023-01-29;12;27;2023;01-29
2023-01-29;13;28;2023;01-29
2023-01-29;14;31;2023;01-29
2023-01-29;15;29;2023;01-29
2023-01-29;16;28;2023;01-29
2023-01-29;17;29;2023;01-29
2023-01-29;18;28;2023;01-29
2023-01-29;19;26;2023;01-29
2023-01-29;20;25.5;2023;01-29
2023-01-29;21;NA;2023;01-29
2023-01-29;22;24;2023;01-29
2023-01-29;23;23;2023;01-29
2023-01-30;00;NA;2023;01-30
2023-01-30;01;19;2023;01-30
2023-01-30;02;19;2023;01-30
2023-01-30;03;NA;2023;01-30
2023-01-30;04;18;2023;01-30
2023-01-30;05;21;2023;01-30
2023-01-30;06;22;2023;01-30
2023-01-30;07;23.3333333333333;2023;01-30
2023-01-30;08;26;2023;01-30
2023-01-30;09;27;2023;01-30
2023-01-30;10;27;2023;01-30
2023-01-30;11;NA;2023;01-30
2023-01-30;12;29;2023;01-30
2023-01-30;13;29;2023;01-30
2023-01-30;14;29;2023;01-30
2023-01-30;15;30.5;2023;01-30
2023-01-30;16;NA;2023;01-30
2023-01-30;17;32;2023;01-30
2023-01-30;18;31;2023;01-30
2023-01-30;19;29;2023;01-30
2023-01-30;20;NA;2023;01-30
2023-01-30;21;29;2023;01-30
2023-01-30;22;28;2023;01-30
2023-01-30;23;28;2023;01-30
2023-01-31;00;NA;2023;01-31
2023-01-31;01;30;2023;01-31
2023-01-31;02;31;2023;01-31
2023-01-31;03;34;2023;01-31
2023-01-31;04;NA;2023;01-31
2023-01-31;05;36;2023;01-31
2023-01-31;06;37;2023;01-31
2023-01-31;07;39;2023;01-31
2023-01-31;08;NA;2023;01-31
2023-01-31;09;41.5;2023;01-31
2023-01-31;10;40;2023;01-31
2023-01-31;11;NA;2023;01-31
2023-01-31;12;NA;2023;01-31
