# Opmerking: door stationsverplaatsingen en veranderingen in waarneemmethodieken zijn deze tijdreeksen van uurwaarden mogelijk inhomogeen! Dat betekent dat deze reeks van gemeten waarden niet geschikt is voor trendanalyse. Voor studies naar klimaatverandering verwijzen we naar de gehomogeniseerde dagreeksen <http://www.knmi.nl/nederland-nu/klimatologie/daggegevens> of de Centraal Nederland Temperatuur <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>.
# 
# SOURCE: ROYAL NETHERLANDS METEOROLOGICAL INSTITUTE (KNMI)
# Comment: These time series are inhomogeneous because of station relocations and changes in observation techniques. As a result these series are not suitable for trend analysis. For climate change studies we refer to the homogenized series of daily data <http://www.knmi.nl/nederland-nu/klimatologie/daggegevens> or the Central Netherlands Temperature <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>.
# 
# STN         LON(east)   LAT(north)  ALT(m)      NAME
# 249         4.979       52.644      -2.40       Berkhout    
# 269         5.520       52.458      -3.70       Lelystad    
# YYYYMMDD  : datum (YYYY=jaar;MM=maand;DD=dag)
# HH        : tijd (HH=uur; UT.12 UT=13 MET; 14 MEZT. Uurvak 05 loopt van 04.00 UT tot 5.00 UT
# Q         : Globale straling (in J/cm2) per uurvak / Global radiation (in J/cm2) during the hourly division
# STN,YYYYMMDD,   HH,    Q
  249,20230606,    3,    0
  249,20230606,    4,    4
  249,20230606,    5,   29
  249,20230606,    6,   84
  249,20230606,    7,  134
  249,20230606,    8,  184
  249,20230606,    9,  239
  249,20230606,   10,  279
  249,20230606,   11,  305
  249,20230606,   12,  321
  249,20230606,   13,  311
  249,20230606,   14,  286
  249,20230606,   15,  254
  249,20230606,   16,  208
  249,20230606,   17,  154
  249,20230606,   18,   97
  249,20230606,   19,   40
  249,20230606,   20,    7
  249,20230606,   21,    0
  249,20230606,   22,    0
  249,20230606,   23,    0
  249,20230606,   24,    0
  249,20230607,    1,    0
  249,20230607,    2,    0
  249,20230607,    3,    0
  249,20230607,    4,    4
  249,20230607,    5,   22
  249,20230607,    6,   42
  249,20230607,    7,  100
  249,20230607,    8,  140
  249,20230607,    9,  206
  249,20230607,   10,  280
  249,20230607,   11,  303
  249,20230607,   12,  323
  249,20230607,   13,  312
  249,20230607,   14,  286
  249,20230607,   15,  255
  249,20230607,   16,  206
  249,20230607,   17,  156
  249,20230607,   18,  101
  249,20230607,   19,   43
  249,20230607,   20,    8
  249,20230607,   21,    0
  249,20230607,   22,    0
  249,20230607,   23,    0
  249,20230607,   24,    0
  249,20230608,    1,    0
  249,20230608,    2,    0
  249,20230608,    3,    0
  249,20230608,    4,    4
  249,20230608,    5,   20
  249,20230608,    6,   42
  249,20230608,    7,  126
  249,20230608,    8,  181
  249,20230608,    9,  234
  249,20230608,   10,  275
  249,20230608,   11,  300
  249,20230608,   12,  312
  249,20230608,   13,  302
  249,20230608,   14,  277
  249,20230608,   15,  247
  249,20230608,   16,  204
  249,20230608,   17,  150
  249,20230608,   18,   95
  249,20230608,   19,   40
  249,20230608,   20,    7
  249,20230608,   21,    0
  249,20230608,   22,    0
  249,20230608,   23,    0
  249,20230608,   24,    0
  249,20230609,    1,    0
  249,20230609,    2,    0
  249,20230609,    3,    0
  249,20230609,    4,    4
  249,20230609,    5,   29
  249,20230609,    6,   74
  249,20230609,    7,  135
  249,20230609,    8,  182
  249,20230609,    9,  235
  249,20230609,   10,  275
  249,20230609,   11,  300
  249,20230609,   12,  311
  249,20230609,   13,  304
  249,20230609,   14,  283
  249,20230609,   15,  247
  249,20230609,   16,  200
  249,20230609,   17,  147
  249,20230609,   18,   92
  249,20230609,   19,   43
  249,20230609,   20,   10
  249,20230609,   21,    0
  249,20230609,   22,    0
  249,20230609,   23,    0
  249,20230609,   24,    0
  249,20230610,    1,    0
  249,20230610,    2,    0
  249,20230610,    3,    0
  249,20230610,    4,    5
  249,20230610,    5,   30
  249,20230610,    6,   80
  249,20230610,    7,  136
  249,20230610,    8,  190
  249,20230610,    9,  240
  249,20230610,   10,  280
  249,20230610,   11,  309
  249,20230610,   12,  320
  249,20230610,   13,  315
  249,20230610,   14,  292
  249,20230610,   15,  258
  249,20230610,   16,  213
  249,20230610,   17,  158
  249,20230610,   18,  101
  249,20230610,   19,   48
  249,20230610,   20,   11
  249,20230610,   21,    0
  249,20230610,   22,    0
  249,20230610,   23,    0
  249,20230610,   24,    0
  249,20230611,    1,    0
  249,20230611,    2,    0
  249,20230611,    3,    0
  249,20230611,    4,    5
  249,20230611,    5,   30
  249,20230611,    6,   80
  249,20230611,    7,  137
  249,20230611,    8,  188
  249,20230611,    9,  227
  249,20230611,   10,  272
  249,20230611,   11,  300
  249,20230611,   12,  310
  249,20230611,   13,  294
  249,20230611,   14,  270
  249,20230611,   15,  248
  249,20230611,   16,  201
  249,20230611,   17,  145
  249,20230611,   18,   91
  249,20230611,   19,   34
  249,20230611,   20,    6
  249,20230611,   21,    0
  249,20230611,   22,    0
  249,20230611,   23,    0
  249,20230611,   24,    0
  249,20230612,    1,    0
  249,20230612,    2,    0
  249,20230612,    3,    0
  249,20230612,    4,    5
  249,20230612,    5,   28
  249,20230612,    6,   75
  249,20230612,    7,  139
  249,20230612,    8,  190
  249,20230612,    9,  230
  249,20230612,   10,  280
  249,20230612,   11,  309
  249,20230612,   12,  320
  249,20230612,   13,  321
  249,20230612,   14,  286
  249,20230612,   15,  220
  249,20230612,   16,  186
  249,20230612,   17,  153
  249,20230612,   18,   97
  249,20230612,   19,   45
  249,20230612,   20,   10
  249,20230612,   21,    0
  249,20230612,   22,    0
  249,20230612,   23,    0
  249,20230612,   24,    0
  249,20230613,    1,    0
  249,20230613,    2,    0
  249,20230613,    3,    0
  249,20230613,    4,    5
  249,20230613,    5,   31
  249,20230613,    6,   82
  249,20230613,    7,  139
  249,20230613,    8,  192
  249,20230613,    9,  242
  249,20230613,   10,  283
  249,20230613,   11,  310
  249,20230613,   12,  321
  249,20230613,   13,  317
  249,20230613,   14,  295
  249,20230613,   15,  260
  249,20230613,   16,  213
  249,20230613,   17,  160
  249,20230613,   18,  103
  249,20230613,   19,   49
  249,20230613,   20,   10
  249,20230613,   21,    0
  249,20230613,   22,    0
  249,20230613,   23,    0
  249,20230613,   24,    0
  249,20230614,    1,    0
  249,20230614,    2,    0
  249,20230614,    3,    0
  249,20230614,    4,    5
  249,20230614,    5,   36
  249,20230614,    6,   85
  249,20230614,    7,  140
  249,20230614,    8,  195
  249,20230614,    9,  244
  249,20230614,   10,  284
  249,20230614,   11,  309
  249,20230614,   12,  320
  249,20230614,   13,  314
  249,20230614,   14,  293
  249,20230614,   15,  260
  249,20230614,   16,  214
  249,20230614,   17,  160
  249,20230614,   18,  104
  249,20230614,   19,   51
  249,20230614,   20,   12
  249,20230614,   21,    0
  249,20230614,   22,    0
  249,20230614,   23,    0
  249,20230614,   24,    0
  249,20230615,    1,    0
  249,20230615,    2,    0
  249,20230615,    3,    0
  249,20230615,    4,    5
  249,20230615,    5,   34
  249,20230615,    6,   82
  249,20230615,    7,  134
  249,20230615,    8,  188
  249,20230615,    9,  238
  249,20230615,   10,  278
  249,20230615,   11,  305
  249,20230615,   12,  318
  249,20230615,   13,  314
  249,20230615,   14,  295
  249,20230615,   15,  243
  249,20230615,   16,  211
  249,20230615,   17,  158
  249,20230615,   18,  102
  249,20230615,   19,   50
  249,20230615,   20,   12
  249,20230615,   21,    0
  249,20230615,   22,    0
  249,20230615,   23,    0
  249,20230615,   24,    0
  249,20230616,    1,    0
  249,20230616,    2,    0
  249,20230616,    3,    0
  249,20230616,    4,    5
  249,20230616,    5,   37
  249,20230616,    6,   84
  249,20230616,    7,  138
  249,20230616,    8,  192
  249,20230616,    9,  240
  249,20230616,   10,  278
  249,20230616,   11,  303
  249,20230616,   12,  315
  249,20230616,   13,  311
  249,20230616,   14,  290
  249,20230616,   15,  257
  249,20230616,   16,  212
  249,20230616,   17,  160
  249,20230616,   18,  104
  249,20230616,   19,   52
  249,20230616,   20,   12
  249,20230616,   21,    0
  249,20230616,   22,    0
  249,20230616,   23,    0
  249,20230616,   24,    0
  249,20230617,    1,    0
  249,20230617,    2,    0
  249,20230617,    3,    0
  249,20230617,    4,    5
  249,20230617,    5,   28
  249,20230617,    6,   79
  249,20230617,    7,  134
  249,20230617,    8,  183
  249,20230617,    9,  241
  249,20230617,   10,  278
  249,20230617,   11,  303
  249,20230617,   12,  313
  249,20230617,   13,  298
  249,20230617,   14,  276
  249,20230617,   15,  233
  249,20230617,   16,  182
  249,20230617,   17,  116
  249,20230617,   18,   68
  249,20230617,   19,   32
  249,20230617,   20,    7
  249,20230617,   21,    0
  249,20230617,   22,    0
  249,20230617,   23,    0
  249,20230617,   24,    0
  249,20230618,    1,    0
  249,20230618,    2,    0
  249,20230618,    3,    0
  249,20230618,    4,    4
  249,20230618,    5,   26
  249,20230618,    6,   66
  249,20230618,    7,   87
  249,20230618,    8,   82
  249,20230618,    9,  134
  249,20230618,   10,  122
  249,20230618,   11,  168
  249,20230618,   12,  160
  249,20230618,   13,  125
  249,20230618,   14,  110
  249,20230618,   15,   75
  249,20230618,   16,   66
  249,20230618,   17,  101
  249,20230618,   18,   39
  249,20230618,   19,   38
  249,20230618,   20,    9
  249,20230618,   21,    0
  249,20230618,   22,    0
  249,20230618,   23,    0
  249,20230618,   24,    0
  249,20230619,    1,    0
  249,20230619,    2,    0
  249,20230619,    3,    0
  249,20230619,    4,    2
  249,20230619,    5,   10
  249,20230619,    6,   11
  249,20230619,    7,   28
  249,20230619,    8,   78
  249,20230619,    9,   94
  249,20230619,   10,  101
  249,20230619,   11,  136
  249,20230619,   12,  277
  249,20230619,   13,  309
  249,20230619,   14,  292
  249,20230619,   15,  253
  249,20230619,   16,  209
  249,20230619,   17,  148
  249,20230619,   18,   64
  249,20230619,   19,   32
  249,20230619,   20,    9
  249,20230619,   21,    0
  249,20230619,   22,    0
  249,20230619,   23,    0
  249,20230619,   24,    0
  249,20230620,    1,    0
  249,20230620,    2,    0
  249,20230620,    3,    0
  249,20230620,    4,    3
  249,20230620,    5,   14
  249,20230620,    6,   30
  249,20230620,    7,  125
  249,20230620,    8,  106
  249,20230620,    9,  217
  249,20230620,   10,  271
  249,20230620,   11,  293
  249,20230620,   12,  297
  249,20230620,   13,  312
  249,20230620,   14,  212
  249,20230620,   15,   89
  249,20230620,   16,   18
  249,20230620,   17,    7
  249,20230620,   18,   18
  249,20230620,   19,   15
  249,20230620,   20,    7
  249,20230620,   21,    0
  249,20230620,   22,    0
  249,20230620,   23,    0
  249,20230620,   24,    0
  249,20230621,    1,    0
  249,20230621,    2,    0
  249,20230621,    3,    0
  249,20230621,    4,    7
  249,20230621,    5,   34
  249,20230621,    6,   69
  249,20230621,    7,  109
  249,20230621,    8,  184
  249,20230621,    9,  237
  249,20230621,   10,  273
  249,20230621,   11,  297
  249,20230621,   12,  303
  249,20230621,   13,  305
  249,20230621,   14,  293
  249,20230621,   15,  258
  249,20230621,   16,  212
  249,20230621,   17,  159
  249,20230621,   18,  105
  249,20230621,   19,   55
  249,20230621,   20,   17
  249,20230621,   21,    1
  249,20230621,   22,    0
  249,20230621,   23,    0
  249,20230621,   24,    0
  249,20230622,    1,    0
  249,20230622,    2,    0
  249,20230622,    3,    0
  249,20230622,    4,    4
  249,20230622,    5,   32
  249,20230622,    6,   74
  249,20230622,    7,  115
  249,20230622,    8,  144
  249,20230622,    9,  218
  249,20230622,   10,  243
  249,20230622,   11,  242
  249,20230622,   12,  185
  249,20230622,   13,  111
  249,20230622,   14,   69
  249,20230622,   15,   69
  249,20230622,   16,   48
  249,20230622,   17,   35
  249,20230622,   18,   28
  249,20230622,   19,   16
  249,20230622,   20,   11
  249,20230622,   21,    1
  249,20230622,   22,    0
  249,20230622,   23,    0
  249,20230622,   24,    0
  249,20230623,    1,    0
  249,20230623,    2,    0
  249,20230623,    3,    0
  249,20230623,    4,    5
  249,20230623,    5,   28
  249,20230623,    6,   61
  249,20230623,    7,  134
  249,20230623,    8,  192
  249,20230623,    9,  240
  249,20230623,   10,  280
  249,20230623,   11,  305
  249,20230623,   12,  288
  249,20230623,   13,  283
  249,20230623,   14,  256
  249,20230623,   15,  254
  249,20230623,   16,  204
  249,20230623,   17,  156
  249,20230623,   18,   85
  249,20230623,   19,   24
  249,20230623,   20,   10
  249,20230623,   21,    1
  249,20230623,   22,    0
  249,20230623,   23,    0
  249,20230623,   24,    0
  249,20230624,    1,    0
  249,20230624,    2,    0
  249,20230624,    3,    0
  249,20230624,    4,    5
  249,20230624,    5,   33
  249,20230624,    6,   66
  249,20230624,    7,  134
  249,20230624,    8,  187
  249,20230624,    9,  235
  249,20230624,   10,  272
  249,20230624,   11,  297
  249,20230624,   12,  310
  249,20230624,   13,  307
  249,20230624,   14,  287
  249,20230624,   15,  254
  249,20230624,   16,  211
  249,20230624,   17,  156
  249,20230624,   18,  109
  249,20230624,   19,   45
  249,20230624,   20,    7
  249,20230624,   21,    0
  249,20230624,   22,    0
  249,20230624,   23,    0
  249,20230624,   24,    0
  249,20230625,    1,    0
  249,20230625,    2,    0
  249,20230625,    3,    0
  249,20230625,    4,    5
  249,20230625,    5,   32
  249,20230625,    6,   80
  249,20230625,    7,  134
  249,20230625,    8,  189
  249,20230625,    9,  238
  249,20230625,   10,  277
  249,20230625,   11,  298
  249,20230625,   12,  311
  249,20230625,   13,  308
  249,20230625,   14,  286
  249,20230625,   15,  251
  249,20230625,   16,  205
  249,20230625,   17,  152
  249,20230625,   18,   97
  249,20230625,   19,   46
  249,20230625,   20,   11
  249,20230625,   21,    0
  249,20230625,   22,    0
  249,20230625,   23,    0
  249,20230625,   24,    0
  249,20230626,    1,    0
  249,20230626,    2,    0
  249,20230626,    3,    0
  249,20230626,    4,    2
  249,20230626,    5,   25
  249,20230626,    6,   80
  249,20230626,    7,  124
  249,20230626,    8,  143
  249,20230626,    9,  175
  249,20230626,   10,  279
  249,20230626,   11,  294
  249,20230626,   12,  245
  249,20230626,   13,  260
  249,20230626,   14,  273
  249,20230626,   15,  235
  249,20230626,   16,  218
  249,20230626,   17,  163
  249,20230626,   18,  106
  249,20230626,   19,   47
  249,20230626,   20,   12
  249,20230626,   21,    0
  249,20230626,   22,    0
  249,20230626,   23,    0
  249,20230626,   24,    0
  249,20230627,    1,    0
  249,20230627,    2,    0
  249,20230627,    3,    0
  249,20230627,    4,   10
  249,20230627,    5,   36
  249,20230627,    6,   44
  249,20230627,    7,  118
  249,20230627,    8,  176
  249,20230627,    9,  179
  249,20230627,   10,  164
  249,20230627,   11,  211
  249,20230627,   12,  296
  249,20230627,   13,  286
  249,20230627,   14,  166
  249,20230627,   15,  161
  249,20230627,   16,  141
  249,20230627,   17,   73
  249,20230627,   18,   37
  249,20230627,   19,   13
  249,20230627,   20,    3
  249,20230627,   21,    0
  249,20230627,   22,    0
  249,20230627,   23,    0
  249,20230627,   24,    0
  249,20230628,    1,    0
  249,20230628,    2,    0
  249,20230628,    3,    0
  249,20230628,    4,    0
  249,20230628,    5,    3
  249,20230628,    6,   11
  249,20230628,    7,   18
  249,20230628,    8,   30
  249,20230628,    9,   50
  249,20230628,   10,   63
  249,20230628,   11,  102
  249,20230628,   12,  117
  249,20230628,   13,  173
  249,20230628,   14,  189
  249,20230628,   15,  150
  249,20230628,   16,  145
  249,20230628,   17,  133
  249,20230628,   18,   73
  249,20230628,   19,   36
  249,20230628,   20,   10
  249,20230628,   21,    0
  249,20230628,   22,    0
  249,20230628,   23,    0
  249,20230628,   24,    0
  249,20230629,    1,    0
  249,20230629,    2,    0
  249,20230629,    3,    0
  249,20230629,    4,    2
  249,20230629,    5,   11
  249,20230629,    6,   14
  249,20230629,    7,   26
  249,20230629,    8,   61
  249,20230629,    9,   85
  249,20230629,   10,  104
  249,20230629,   11,  153
  249,20230629,   12,  111
  249,20230629,   13,  118
  249,20230629,   14,   93
  249,20230629,   15,   47
  249,20230629,   16,   34
  249,20230629,   17,   27
  249,20230629,   18,   37
  249,20230629,   19,   43
  249,20230629,   20,   11
  249,20230629,   21,    1
  249,20230629,   22,    0
  249,20230629,   23,    0
  249,20230629,   24,    0
  249,20230630,    1,    0
  249,20230630,    2,    0
  249,20230630,    3,    0
  249,20230630,    4,    6
  249,20230630,    5,   36
  249,20230630,    6,   76
  249,20230630,    7,  135
  249,20230630,    8,  168
  249,20230630,    9,  217
  249,20230630,   10,  248
  249,20230630,   11,  248
  249,20230630,   12,  260
  249,20230630,   13,  283
  249,20230630,   14,  262
  249,20230630,   15,  141
  249,20230630,   16,  174
  249,20230630,   17,   71
  249,20230630,   18,   50
  249,20230630,   19,   21
  249,20230630,   20,    5
  249,20230630,   21,    0
  249,20230630,   22,    0
  249,20230630,   23,    0
  249,20230630,   24,    0
  249,20230701,    1,    0
  249,20230701,    2,    0
  249,20230701,    3,    0
  249,20230701,    4,    2
  249,20230701,    5,    7
  249,20230701,    6,    9
  249,20230701,    7,   22
  249,20230701,    8,   29
  249,20230701,    9,   31
  249,20230701,   10,   47
  249,20230701,   11,   68
  249,20230701,   12,   57
  249,20230701,   13,   78
  249,20230701,   14,  100
  249,20230701,   15,  134
  249,20230701,   16,   65
  249,20230701,   17,   27
  249,20230701,   18,   29
  249,20230701,   19,   21
  249,20230701,   20,    7
  249,20230701,   21,    0
  249,20230701,   22,    0
  249,20230701,   23,    0
  249,20230701,   24,    0
  249,20230702,    1,    0
  249,20230702,    2,    0
  249,20230702,    3,    0
  249,20230702,    4,    4
  249,20230702,    5,   30
  249,20230702,    6,   63
  249,20230702,    7,  140
  249,20230702,    8,  143
  249,20230702,    9,  159
  249,20230702,   10,  250
  249,20230702,   11,  235
  249,20230702,   12,  270
  249,20230702,   13,  232
  249,20230702,   14,  166
  249,20230702,   15,  185
  249,20230702,   16,  168
  249,20230702,   17,   76
  249,20230702,   18,   44
  249,20230702,   19,   18
  249,20230702,   20,    4
  249,20230702,   21,    0
  249,20230702,   22,    0
  249,20230702,   23,    0
  249,20230702,   24,    0
  249,20230703,    1,    0
  249,20230703,    2,    0
  249,20230703,    3,    0
  249,20230703,    4,    4
  249,20230703,    5,   29
  249,20230703,    6,   72
  249,20230703,    7,  143
  249,20230703,    8,  142
  249,20230703,    9,  177
  249,20230703,   10,  168
  249,20230703,   11,  203
  249,20230703,   12,  231
  249,20230703,   13,  101
  249,20230703,   14,   94
  249,20230703,   15,  183
  249,20230703,   16,  165
  249,20230703,   17,   61
  249,20230703,   18,   16
  249,20230703,   19,    6
  249,20230703,   20,    4
  249,20230703,   21,    0
  249,20230703,   22,    0
  249,20230703,   23,    0
  249,20230703,   24,    0
  249,20230704,    1,    0
  249,20230704,    2,    0
  249,20230704,    3,    0
  249,20230704,    4,    3
  249,20230704,    5,   16
  249,20230704,    6,   42
  249,20230704,    7,   80
  249,20230704,    8,  112
  249,20230704,    9,  153
  249,20230704,   10,  243
  249,20230704,   11,  303
  249,20230704,   12,  249
  249,20230704,   13,  238
  249,20230704,   14,  152
  249,20230704,   15,  137
  249,20230704,   16,  103
  249,20230704,   17,   65
  249,20230704,   18,   31
  249,20230704,   19,   21
  249,20230704,   20,    5
  249,20230704,   21,    0
  249,20230704,   22,    0
  249,20230704,   23,    0
  249,20230704,   24,    0
  249,20230705,    1,    0
  249,20230705,    2,    0
  249,20230705,    3,    0
  249,20230705,    4,    0
  249,20230705,    5,   15
  249,20230705,    6,   31
  249,20230705,    7,    7
  249,20230705,    8,   84
  249,20230705,    9,   92
  249,20230705,   10,   45
  249,20230705,   11,   61
  249,20230705,   12,  102
  249,20230705,   13,  116
  249,20230705,   14,   60
  249,20230705,   15,  118
  249,20230705,   16,  144
  249,20230705,   17,  130
  249,20230705,   18,   38
  249,20230705,   19,   28
  249,20230705,   20,    7
  249,20230705,   21,    1
  249,20230705,   22,    0
  249,20230705,   23,    0
  249,20230705,   24,    0
  249,20230706,    1,    0
  249,20230706,    2,    0
  249,20230706,    3,    0
  249,20230706,    4,    3
  249,20230706,    5,   37
  249,20230706,    6,   87
  249,20230706,    7,  132
  249,20230706,    8,  172
  249,20230706,    9,  214
  249,20230706,   10,  239
  249,20230706,   11,  294
  249,20230706,   12,  314
  249,20230706,   13,  305
  249,20230706,   14,  268
  249,20230706,   15,  258
  249,20230706,   16,  152
  249,20230706,   17,  165
  249,20230706,   18,   95
  249,20230706,   19,   42
  249,20230706,   20,   11
  249,20230706,   21,    0
  249,20230706,   22,    0
  249,20230706,   23,    0
  249,20230706,   24,    0
  249,20230707,    1,    0
  249,20230707,    2,    0
  249,20230707,    3,    0
  249,20230707,    4,    4
  249,20230707,    5,   33
  249,20230707,    6,   80
  249,20230707,    7,  135
  249,20230707,    8,  189
  249,20230707,    9,  233
  249,20230707,   10,  272
  249,20230707,   11,  304
  249,20230707,   12,  317
  249,20230707,   13,  311
  249,20230707,   14,  293
  249,20230707,   15,  258
  249,20230707,   16,  213
  249,20230707,   17,  160
  249,20230707,   18,  103
  249,20230707,   19,   50
  249,20230707,   20,   11
  249,20230707,   21,    0
  249,20230707,   22,    0
  249,20230707,   23,    0
  249,20230707,   24,    0
  249,20230708,    1,    0
  249,20230708,    2,    0
  249,20230708,    3,    0
  249,20230708,    4,    3
  249,20230708,    5,   27
  249,20230708,    6,   74
  249,20230708,    7,  128
  249,20230708,    8,  181
  249,20230708,    9,  225
  249,20230708,   10,  266
  249,20230708,   11,  297
  249,20230708,   12,  307
  249,20230708,   13,  301
  249,20230708,   14,  282
  249,20230708,   15,  242
  249,20230708,   16,  178
  249,20230708,   17,  103
  249,20230708,   18,   59
  249,20230708,   19,   44
  249,20230708,   20,    9
  249,20230708,   21,    0
  249,20230708,   22,    0
  249,20230708,   23,    0
  249,20230708,   24,    0
  249,20230709,    1,    0
  249,20230709,    2,    0
  249,20230709,    3,    0
  249,20230709,    4,    2
  249,20230709,    5,   18
  249,20230709,    6,   56
  249,20230709,    7,  102
  249,20230709,    8,  148
  249,20230709,    9,  204
  249,20230709,   10,  243
  249,20230709,   11,  272
  249,20230709,   12,  163
  249,20230709,   13,  176
  249,20230709,   14,  105
  249,20230709,   15,  116
  249,20230709,   16,   10
  249,20230709,   17,   32
  249,20230709,   18,   47
  249,20230709,   19,   22
  249,20230709,   20,    5
  249,20230709,   21,    0
  249,20230709,   22,    0
  249,20230709,   23,    0
  249,20230709,   24,    0
  249,20230710,    1,    0
  249,20230710,    2,    0
  249,20230710,    3,    0
  249,20230710,    4,    3
  249,20230710,    5,   15
  249,20230710,    6,   79
  249,20230710,    7,  129
  249,20230710,    8,  185
  249,20230710,    9,  232
  249,20230710,   10,  270
  249,20230710,   11,  302
  249,20230710,   12,  313
  249,20230710,   13,  309
  249,20230710,   14,  288
  249,20230710,   15,  256
  249,20230710,   16,  211
  249,20230710,   17,  155
  249,20230710,   18,   51
  249,20230710,   19,   25
  249,20230710,   20,    8
  249,20230710,   21,    0
  249,20230710,   22,    0
  249,20230710,   23,    0
  249,20230710,   24,    0
  249,20230711,    1,    0
  249,20230711,    2,    0
  249,20230711,    3,    0
  249,20230711,    4,    3
  249,20230711,    5,   28
  249,20230711,    6,   65
  249,20230711,    7,  115
  249,20230711,    8,  167
  249,20230711,    9,  202
  249,20230711,   10,  224
  249,20230711,   11,  269
  249,20230711,   12,  300
  249,20230711,   13,  298
  249,20230711,   14,  228
  249,20230711,   15,  175
  249,20230711,   16,  160
  249,20230711,   17,  150
  249,20230711,   18,   63
  249,20230711,   19,   43
  249,20230711,   20,    7
  249,20230711,   21,    0
  249,20230711,   22,    0
  249,20230711,   23,    0
  249,20230711,   24,    0
  249,20230712,    1,    0
  249,20230712,    2,    0
  249,20230712,    3,    0
  249,20230712,    4,    2
  249,20230712,    5,   22
  249,20230712,    6,   41
  249,20230712,    7,   74
  249,20230712,    8,  148
  249,20230712,    9,  128
  249,20230712,   10,  225
  249,20230712,   11,  307
  249,20230712,   12,  321
  249,20230712,   13,  268
  249,20230712,   14,  271
  249,20230712,   15,  258
  249,20230712,   16,  209
  249,20230712,   17,  152
  249,20230712,   18,  100
  249,20230712,   19,   37
  249,20230712,   20,    7
  249,20230712,   21,    0
  249,20230712,   22,    0
  249,20230712,   23,    0
  249,20230712,   24,    0
  249,20230713,    1,    0
  249,20230713,    2,    0
  249,20230713,    3,    0
  249,20230713,    4,    2
  249,20230713,    5,   32
  249,20230713,    6,   32
  249,20230713,    7,   63
  249,20230713,    8,  102
  249,20230713,    9,  196
  249,20230713,   10,  244
  249,20230713,   11,  272
  249,20230713,   12,  295
  249,20230713,   13,  302
  249,20230713,   14,  280
  249,20230713,   15,  196
  249,20230713,   16,  134
  249,20230713,   17,  133
  249,20230713,   18,   59
  249,20230713,   19,   20
  249,20230713,   20,    5
  249,20230713,   21,    0
  249,20230713,   22,    0
  249,20230713,   23,    0
  249,20230713,   24,    0
  249,20230714,    1,    0
  249,20230714,    2,    0
  249,20230714,    3,    0
  249,20230714,    4,    2
  249,20230714,    5,   23
  249,20230714,    6,   63
  249,20230714,    7,  120
  249,20230714,    8,  131
  249,20230714,    9,  125
  249,20230714,   10,  172
  249,20230714,   11,  204
  249,20230714,   12,  125
  249,20230714,   13,  131
  249,20230714,   14,  146
  249,20230714,   15,  139
  249,20230714,   16,  105
  249,20230714,   17,   36
  249,20230714,   18,   16
  249,20230714,   19,   14
  249,20230714,   20,    2
  249,20230714,   21,    1
  249,20230714,   22,    0
  249,20230714,   23,    0
  249,20230714,   24,    0
  249,20230715,    1,    0
  249,20230715,    2,    0
  249,20230715,    3,    0
  249,20230715,    4,    2
  249,20230715,    5,   18
  249,20230715,    6,   30
  249,20230715,    7,   60
  249,20230715,    8,  112
  249,20230715,    9,  186
  249,20230715,   10,  208
  249,20230715,   11,  196
  249,20230715,   12,  249
  249,20230715,   13,  216
  249,20230715,   14,  191
  249,20230715,   15,  166
  249,20230715,   16,   66
  249,20230715,   17,   59
  249,20230715,   18,  105
  249,20230715,   19,   52
  249,20230715,   20,   17
  249,20230715,   21,    0
  249,20230715,   22,    0
  249,20230715,   23,    0
  249,20230715,   24,    0
  249,20230716,    1,    0
  249,20230716,    2,    0
  249,20230716,    3,    0
  249,20230716,    4,    2
  249,20230716,    5,    5
  249,20230716,    6,   32
  249,20230716,    7,   51
  249,20230716,    8,   98
  249,20230716,    9,  146
  249,20230716,   10,  221
  249,20230716,   11,  160
  249,20230716,   12,  133
  249,20230716,   13,  240
  249,20230716,   14,  206
  249,20230716,   15,  183
  249,20230716,   16,  162
  249,20230716,   17,  142
  249,20230716,   18,   74
  249,20230716,   19,   34
  249,20230716,   20,    6
  249,20230716,   21,    0
  249,20230716,   22,    0
  249,20230716,   23,    0
  249,20230716,   24,    0
  249,20230717,    1,    0
  249,20230717,    2,    0
  249,20230717,    3,    0
  249,20230717,    4,    2
  249,20230717,    5,   22
  249,20230717,    6,   37
  249,20230717,    7,   99
  249,20230717,    8,  194
  249,20230717,    9,  162
  249,20230717,   10,  159
  249,20230717,   11,  258
  249,20230717,   12,  294
  249,20230717,   13,  267
  249,20230717,   14,  252
  249,20230717,   15,  225
  249,20230717,   16,  199
  249,20230717,   17,  153
  249,20230717,   18,  100
  249,20230717,   19,   45
  249,20230717,   20,    8
  249,20230717,   21,    0
  249,20230717,   22,    0
  249,20230717,   23,    0
  249,20230717,   24,    0
  249,20230718,    1,    0
  249,20230718,    2,    0
  249,20230718,    3,    0
  249,20230718,    4,    1
  249,20230718,    5,   15
  249,20230718,    6,   48
  249,20230718,    7,  108
  249,20230718,    8,  157
  249,20230718,    9,  144
  249,20230718,   10,  153
  249,20230718,   11,  240
  249,20230718,   12,  254
  249,20230718,   13,  291
  249,20230718,   14,  271
  249,20230718,   15,  240
  249,20230718,   16,  176
  249,20230718,   17,   90
