WAARNEMINGDATUM HH NTU_h
2021-07-24 08 11.6666666666667
2021-07-24 11 9.33333333333333
2021-07-24 12 7.5
2021-07-24 14 8.33333333333333
2021-07-24 15 7
2021-07-24 17 6
2021-07-24 18 6
2021-07-24 20 14
2021-07-24 21 7
2021-07-24 22 11
2020-08-24 00 14
2020-08-24 01 22
2020-08-24 02 19
2020-08-24 03 19.3333333333333
2020-08-24 04 24
2020-08-24 09 17
2020-08-24 13 21
2020-08-24 14 25
2020-08-24 15 25
2020-08-24 19 26
2020-08-24 20 24
2020-08-24 21 22.6666666666667
2020-08-24 22 32
2020-08-24 23 19
2021-08-24 00 16.5
2021-08-24 01 17
2021-08-24 02 16
2021-08-24 03 16
2021-08-24 05 16
2021-08-24 06 15.25
2021-08-24 08 16
2021-08-24 09 15.5
2021-08-24 10 14.5
2021-08-24 15 10
2021-08-24 16 10
2021-08-24 17 12
2021-08-24 18 13
2021-08-24 19 15.3333333333333
2021-08-24 20 15
2021-08-24 22 16.3333333333333
2021-08-24 23 16
2020-09-24 01 12
2020-09-24 02 13
2020-09-24 03 11
2020-09-24 04 17
2020-09-24 05 15.6666666666667
2020-09-24 06 22.5
2020-09-24 07 14
2020-09-24 09 15.5
2020-09-24 11 15.5
2020-09-24 12 15
2020-09-24 14 15.6666666666667
2020-09-24 15 16
2020-09-24 17 13
2020-09-24 18 12
2020-09-24 20 11
2020-09-24 21 10
2020-09-24 23 18
2021-09-24 00 5
2021-09-24 01 5.5
2021-09-24 05 6
2021-09-24 06 6
2021-09-24 08 6
2021-09-24 09 6
2021-09-24 10 6
2021-09-24 11 6
2021-09-24 15 7
2021-09-24 17 7.66666666666667
2021-09-24 18 9
2021-09-24 19 9
2021-09-24 21 7
2021-09-24 22 7
2021-09-24 23 9
2020-10-24 01 16
2020-10-24 07 18
2020-10-24 08 17
2020-10-24 10 19
2020-10-24 11 21
2020-10-24 13 19.6666666666667
2020-10-24 14 19
2020-10-24 16 22
2020-10-24 18 23
2020-10-24 19 24
2020-10-24 20 19
2020-10-24 21 20
2021-10-24 00 11
2021-10-24 01 11.6666666666667
2021-10-24 02 11
2021-10-24 03 12
2021-10-24 04 12
2021-10-24 05 13
2021-10-24 06 12
2021-10-24 08 13
2021-10-24 10 15.6666666666667
2021-10-24 11 13
2021-10-24 12 13
2021-10-24 13 13
2021-10-24 16 23
2021-10-24 17 15.6666666666667
2021-10-24 18 12
2021-10-24 19 12
2021-10-24 20 21
2021-10-24 21 11
2021-10-24 22 13.25
2020-11-24 00 19
2020-11-24 01 19
2020-11-24 04 21.5
2020-11-24 05 22.5
2020-11-24 06 24
2020-11-24 09 25
2020-11-24 10 25
2020-11-24 11 25
2020-11-24 15 22
2020-11-24 16 22
2020-11-24 19 17
2020-11-24 20 16.5
2020-11-24 21 16
2020-11-24 22 16
2020-11-24 23 19
2021-11-24 00 5
2021-11-24 01 5
2021-11-24 02 6
2021-11-24 03 5
2021-11-24 04 5
2021-11-24 05 5
2021-11-24 06 5
2021-11-24 07 5
2021-11-24 08 5
2021-11-24 09 4.33333333333333
2021-11-24 10 4.5
2021-11-24 11 5
2021-11-24 12 5
2021-11-24 13 5.6
2021-11-24 15 5.5
2021-11-24 21 5
2020-12-24 00 11
2020-12-24 01 11
2020-12-24 02 11
2020-12-24 03 19
2020-12-24 05 37
2020-12-24 06 37
2020-12-24 07 29
2020-12-24 10 29
2020-12-24 11 22
2020-12-24 14 21
2020-12-24 15 27
2020-12-24 16 28
2020-12-24 17 34
2020-12-24 18 36
2020-12-24 20 36.5
2020-12-24 22 35
2020-12-24 23 36
2021-12-24 00 9
2021-12-24 01 10
2021-12-24 04 9.5
2021-12-24 05 11
2021-12-24 06 10.6666666666667
2021-12-24 07 11
2021-12-24 08 8
2021-12-24 09 9.5
2021-12-24 10 8
2021-12-24 11 8
2021-12-24 13 8
2021-12-24 14 9.5
2021-12-24 15 11
2021-12-24 16 10
2021-12-24 17 7
2021-12-24 18 10
2021-12-24 19 9
2021-12-24 20 7.5
2021-12-24 21 7.5
2021-12-24 22 9
2021-12-24 23 9.5
2020-01-25 00 664
2020-01-25 01 657.916666666667
2020-01-25 02 565.833333333333
2020-01-25 03 604.416666666667
2020-01-25 04 642
2020-01-25 05 622.5
2020-01-25 06 553.333333333333
2020-01-25 07 574.5
2020-01-25 08 618.5
2020-01-25 09 538.916666666667
2020-01-25 10 720.75
2020-01-25 11 706.916666666667
2020-01-25 12 584.333333333333
2020-01-25 13 615.75
2020-01-25 14 673.666666666667
2020-01-25 15 698.416666666667
2020-01-25 16 661.166666666667
2020-01-25 17 634.666666666667
2020-01-25 18 683.916666666667
2020-01-25 19 573.166666666667
2020-01-25 20 572
2020-01-25 21 529.416666666667
2020-01-25 22 665.333333333333
2020-01-25 23 672.416666666667
2021-01-25 00 17
2021-01-25 01 17
2021-01-25 16 16
2021-01-25 17 17
2021-01-25 18 19.5
2021-01-25 20 28.6666666666667
2021-01-25 21 33
2021-01-25 23 38
2020-02-25 00 108
2020-02-25 01 105
2020-02-25 02 113
2020-02-25 03 109
2020-02-25 04 114
2020-02-25 06 111
2020-02-25 08 108
2020-02-25 09 111
2020-02-25 10 99
2020-02-25 12 109
2020-02-25 14 109
2020-02-25 15 108
2020-02-25 19 79
2020-02-25 20 75
2020-02-25 21 73
2020-02-25 22 70
2020-02-25 23 69
2020-03-25 00 35
2020-03-25 03 34
2020-03-25 04 33.5
2020-03-25 05 32.5
2020-03-25 06 31.75
2020-03-25 08 30
2020-03-25 09 30
2020-03-25 10 28
2020-03-25 13 29.8
2020-03-25 14 27.3333333333333
2020-03-25 15 27.5
2020-03-25 16 27
2020-03-25 17 27
2020-03-25 22 27
2020-03-25 23 28
2021-03-25 00 17
2021-03-25 01 18.5
2021-03-25 02 15
2021-03-25 03 15.5
2021-03-25 06 17
2021-03-25 07 17
2021-03-25 08 17
2021-03-25 09 18
2021-03-25 12 20
2021-03-25 13 20
2021-03-25 14 20
2021-03-25 15 19
2021-03-25 16 22
2021-03-25 17 22
2021-03-25 18 22
2021-03-25 19 21.5
2021-03-25 22 21
2020-04-25 00 36
2020-04-25 01 36
2020-04-25 02 36
2020-04-25 03 38
2020-04-25 05 35
2020-04-25 06 33
2020-04-25 09 26.5
2020-04-25 10 24.75
2020-04-25 11 24
2020-04-25 12 20.5
2020-04-25 13 22.25
2020-04-25 14 21.5
2020-04-25 16 20.5
2020-04-25 17 20
2020-04-25 20 26
2020-04-25 21 29
2021-04-25 00 39
2021-04-25 01 40
2021-04-25 04 37
2021-04-25 05 36
2021-04-25 07 35
2021-04-25 08 35
2021-04-25 09 33.6666666666667
2021-04-25 11 30.3333333333333
2021-04-25 14 24
2021-04-25 16 20
2021-04-25 17 20
2021-04-25 19 28
2021-04-25 21 28
2021-04-25 22 28
2021-04-25 23 28
2020-05-25 00 50
2020-05-25 03 45.5
2020-05-25 04 46
2020-05-25 06 46
2020-05-25 08 39
2020-05-25 11 28.5
2020-05-25 13 28
2020-05-25 15 24
2020-05-25 16 24
2020-05-25 17 28
2020-05-25 18 25.6666666666667
2020-05-25 19 27
2020-05-25 20 26
2020-05-25 21 25
2020-05-25 22 25
2020-05-25 23 23
2021-05-25 02 39
2021-05-25 03 36
2021-05-25 04 42
2021-05-25 05 41
2021-05-25 06 41
2021-05-25 07 45
2021-05-25 08 43
2021-05-25 09 44
2021-05-25 10 40
2021-05-25 14 50
2021-05-25 16 47.25
2021-05-25 17 46.25
2021-05-25 21 44.5
2021-05-25 22 42
2020-06-25 00 11.5
2020-06-25 05 15.5
2020-06-25 06 17.5
2020-06-25 07 23
2020-06-25 08 19
2020-06-25 09 18
2020-06-25 10 16.75
2020-06-25 11 19
2020-06-25 12 14
2020-06-25 13 15.6666666666667
2020-06-25 15 16.5
2020-06-25 16 15
2020-06-25 20 15
2020-06-25 21 14.3333333333333
2020-06-25 23 13.5
2021-06-25 00 10
2021-06-25 02 6.5
2021-06-25 03 5
2021-06-25 04 5
2021-06-25 05 5
2021-06-25 06 5
2021-06-25 07 5
2021-06-25 08 5
2021-06-25 09 5
2021-06-25 10 5
2021-06-25 11 5
2021-06-25 12 5
2021-06-25 13 5
2021-06-25 16 12
2021-06-25 17 13
2021-06-25 18 14
2021-06-25 20 13
2021-06-25 21 11
2021-06-25 22 44
2021-06-25 23 9
2020-07-25 00 11.5
2020-07-25 01 10
2020-07-25 03 10
2020-07-25 04 11
2020-07-25 06 13
2020-07-25 08 15.3333333333333
2020-07-25 09 15
2020-07-25 10 16
2020-07-25 12 16
2020-07-25 13 16
2020-07-25 15 17
2020-07-25 16 16
2020-07-25 17 16
2020-07-25 18 16
2020-07-25 19 15
2020-07-25 20 14
2020-07-25 21 21
2020-07-25 22 13
2020-07-25 23 14.75
2021-07-25 00 8
2021-07-25 01 64
2021-07-25 02 7
2021-07-25 04 7
2021-07-25 05 7
2021-07-25 06 7
2021-07-25 11 8
2021-07-25 15 9
2021-07-25 17 7
2021-07-25 18 3
2021-07-25 19 4.5
2021-07-25 20 4.5
2021-07-25 21 3
2020-08-25 01 19
2020-08-25 02 15
2020-08-25 03 17
2020-08-25 04 14.5
2020-08-25 06 15
2020-08-25 08 15.6666666666667
2020-08-25 09 16
2020-08-25 10 14
2020-08-25 12 16
2020-08-25 13 19
2020-08-25 14 20
2020-08-25 15 22.3333333333333
2020-08-25 16 22
2020-08-25 17 24.5
2020-08-25 18 24.5
2020-08-25 19 24.3333333333333
2020-08-25 20 27
2020-08-25 21 26
2020-08-25 22 27
2020-08-25 23 28.5
2021-08-25 00 15
2021-08-25 02 13
2021-08-25 03 12
2021-08-25 04 10.75
2021-08-25 06 9
2021-08-25 07 9
2021-08-25 10 7.8
2021-08-25 11 7
2021-08-25 12 7
2021-08-25 13 7
2021-08-25 14 7
2021-08-25 15 7
2021-08-25 17 8.5
2021-08-25 18 9
2021-08-25 19 10.5
2021-08-25 20 12
2021-08-25 21 17
2021-08-25 22 12
2021-08-25 23 11
2020-09-25 00 18
2020-09-25 01 18
2020-09-25 02 18
2020-09-25 03 16.5
2020-09-25 05 15.5
2020-09-25 06 17
2020-09-25 08 17
2020-09-25 10 19
2020-09-25 11 20
2020-09-25 12 19
2020-09-25 13 18.5
2020-09-25 16 18
2020-09-25 17 19.5
2020-09-25 18 18
2020-09-25 20 18
2020-09-25 21 18
2020-09-25 22 17.5
2020-09-25 23 16.5
2021-09-25 02 16
2021-09-25 03 11
2021-09-25 05 10
2021-09-25 06 6
2021-09-25 07 6
2021-09-25 08 8
2021-09-25 09 8
2021-09-25 10 5.6
2021-09-25 11 5
2021-09-25 15 9
2021-09-25 16 5
2021-09-25 17 5
2021-09-25 18 9
2021-09-25 20 15
2021-09-25 22 7
2021-09-25 23 5
2020-10-25 00 28
2020-10-25 01 22
2020-10-25 03 22
2020-10-25 05 21.5
2020-10-25 07 27
2020-10-25 08 28
2020-10-25 09 21
2020-10-25 11 21
2020-10-25 12 26
2020-10-25 13 24
2020-10-25 14 23
2020-10-25 15 23.2
2020-10-25 16 19
2020-10-25 17 18.5
2020-10-25 18 21.5
2020-10-25 19 22.5
2020-10-25 20 24
2020-10-25 21 22.5
2020-10-25 23 23
2021-10-25 00 15.5
2021-10-25 01 20
2021-10-25 02 11
2021-10-25 03 20
2021-10-25 04 22
2021-10-25 05 12
2021-10-25 07 15.5
2021-10-25 08 12
2021-10-25 09 12
2021-10-25 10 12
2021-10-25 11 14.6666666666667
2021-10-25 12 19.5
2021-10-25 17 16
2021-10-25 20 9
2021-10-25 22 15.75
2021-10-25 23 10.5
2020-11-25 02 24
2020-11-25 03 28
2020-11-25 04 30
2020-11-25 05 32
2020-11-25 06 30
2020-11-25 07 31
2020-11-25 09 31
2020-11-25 10 31
2020-11-25 12 32.5
2020-11-25 13 30
2020-11-25 14 30
2020-11-25 15 27.3333333333333
2020-11-25 16 31.5
2020-11-25 17 26
2020-11-25 18 25
2020-11-25 20 22.6666666666667
2020-11-25 21 21
2021-11-25 00 5
2021-11-25 01 4
2021-11-25 03 4
2021-11-25 05 6
2021-11-25 06 6
2021-11-25 08 7
2021-11-25 09 6
2021-11-25 10 5
2021-11-25 11 8
2021-11-25 13 6
2021-11-25 14 5
2021-11-25 15 5
2021-11-25 16 5
2021-11-25 17 4
2021-11-25 18 4
2021-11-25 20 5
2021-11-25 21 5
2021-11-25 22 5
2021-11-25 23 5
2020-12-25 02 37
2020-12-25 03 31.6666666666667
2020-12-25 04 30.25
2020-12-25 05 28
2020-12-25 06 34.5
2020-12-25 07 35
2020-12-25 09 33.6666666666667
2020-12-25 12 29
2020-12-25 13 25
2020-12-25 14 25
2020-12-25 19 22
2020-12-25 20 21
2020-12-25 21 21
2020-12-25 22 20.5
2020-12-25 23 20
2021-12-25 00 13
2021-12-25 01 12
2021-12-25 02 13
2021-12-25 03 14
2021-12-25 04 15
2021-12-25 05 15
2021-12-25 08 21
2021-12-25 09 22.5
2021-12-25 10 24
2021-12-25 12 25.5
2021-12-25 13 24.5
2021-12-25 14 24
2021-12-25 16 25
2021-12-25 17 27
2021-12-25 20 29
2021-12-25 22 29.5
2021-12-25 23 28.25
2020-01-26 00 574.333333333333
2020-01-26 01 560.5
2020-01-26 02 633.083333333333
2020-01-26 03 627.416666666667
2020-01-26 04 456.166666666667
2020-01-26 05 582.833333333333
2020-01-26 06 573.833333333333
2020-01-26 07 597
2020-01-26 08 575.916666666667
2020-01-26 09 572.25
2020-01-26 10 597.166666666667
2020-01-26 11 680.8
2020-01-26 12 578.916666666667
2020-01-26 13 595.916666666667
2020-01-26 14 611.083333333333
2020-01-26 15 627.916666666667
2020-01-26 16 605.666666666667
2020-01-26 17 588.833333333333
2020-01-26 18 647.8
2020-01-26 19 513.083333333333
2020-01-26 20 573.25
2020-01-26 21 610.75
2020-01-26 22 564.25
2020-01-26 23 730.75
2021-01-26 00 53
2021-01-26 01 45
2021-01-26 02 49
2021-01-26 03 42
2021-01-26 04 44.6666666666667
2021-01-26 05 48
2021-01-26 07 36
2021-01-26 09 34.5
2021-01-26 11 29
2021-01-26 12 29
2021-01-26 15 26
2021-01-26 16 29.5
2021-01-26 17 24
2021-01-26 18 28
2021-01-26 19 25
2021-01-26 21 25
2021-01-26 23 22.5
2020-02-26 01 67
2020-02-26 03 63
2020-02-26 04 63
2020-02-26 05 63.5
2020-02-26 06 58.5
2020-02-26 08 54
2020-02-26 09 58.5
2020-02-26 10 63.6666666666667
2020-02-26 11 69
2020-02-26 12 75
2020-02-26 13 71.6666666666667
2020-02-26 15 80
2020-02-26 17 82
2020-02-26 18 85
2020-02-26 19 85.3333333333333
2020-02-26 20 84
2020-02-26 22 70
2020-02-26 23 70.5
2020-03-26 00 30
2020-03-26 01 32
2020-03-26 02 34
2020-03-26 03 32
2020-03-26 04 32
2020-03-26 05 34
2020-03-26 06 33
2020-03-26 07 35
2020-03-26 09 39
2020-03-26 11 36.5
2020-03-26 12 37
2020-03-26 13 36
2020-03-26 14 36
2020-03-26 16 34
2020-03-26 18 33
2020-03-26 20 31
2020-03-26 21 29
2020-03-26 22 27
2020-03-26 23 27
2021-03-26 00 20
2021-03-26 01 20
2021-03-26 02 21
2021-03-26 03 20
2021-03-26 04 20.5
2021-03-26 06 21
2021-03-26 07 22
2021-03-26 08 22
2021-03-26 09 23
2021-03-26 10 23.25
2021-03-26 11 26
2021-03-26 12 28
2021-03-26 13 32
2021-03-26 15 40
2021-03-26 16 39.5
2021-03-26 17 39.5
2021-03-26 19 39
2021-03-26 20 38
2021-03-26 21 39
2021-03-26 22 39.3333333333333
2021-03-26 23 43
2020-04-26 00 25
2020-04-26 01 23
2020-04-26 02 20
2020-04-26 04 17
2020-04-26 06 17
2020-04-26 07 18
2020-04-26 09 14
2020-04-26 10 15.3333333333333
2020-04-26 12 15
2020-04-26 13 14
2020-04-26 14 13
2020-04-26 17 14
2020-04-26 18 12
2020-04-26 19 12
2020-04-26 20 12.75
2020-04-26 21 12.3333333333333
2020-04-26 23 25
2021-04-26 00 27.5
2021-04-26 01 26
2021-04-26 02 22
2021-04-26 03 22.75
2021-04-26 04 22
2021-04-26 05 20
2021-04-26 06 20
2021-04-26 07 19
2021-04-26 09 18
2021-04-26 10 18
2021-04-26 11 17
2021-04-26 12 16
2021-04-26 13 15
2021-04-26 14 15
2021-04-26 16 18.5
2021-04-26 19 25
2021-04-26 20 26
2021-04-26 21 26
2021-04-26 22 26
2021-04-26 23 28
2020-05-26 00 22
2020-05-26 01 21
2020-05-26 05 17.3333333333333
2020-05-26 06 17
2020-05-26 07 17
2020-05-26 08 16
2020-05-26 09 15
2020-05-26 10 15.5
2020-05-26 11 16
2020-05-26 12 14
2020-05-26 13 13
2020-05-26 14 11
2020-05-26 16 11.5
2020-05-26 17 12
2020-05-26 19 9.5
2020-05-26 20 8
2020-05-26 22 10
2021-05-26 01 36
2021-05-26 03 39
2021-05-26 04 38
2021-05-26 05 39.5
2021-05-26 06 38
2021-05-26 07 40
2021-05-26 09 40
2021-05-26 10 40
2021-05-26 11 42
2021-05-26 14 52
2021-05-26 15 50
2021-05-26 16 52
2021-05-26 17 57
2021-05-26 18 51.5
2021-05-26 19 49.5
2021-05-26 20 48
2021-05-26 21 50
2021-05-26 23 57
2020-06-26 00 12
2020-06-26 01 11.75
2020-06-26 03 11
2020-06-26 04 10
2020-06-26 05 10.25
2020-06-26 06 11
2020-06-26 08 13
2020-06-26 10 12
2020-06-26 11 13
2020-06-26 12 12.5
2020-06-26 14 12
2020-06-26 15 12
2020-06-26 17 11.3333333333333
2020-06-26 18 11.5
2020-06-26 19 11.6666666666667
2020-06-26 21 9
2021-06-26 01 8
2021-06-26 05 7
2021-06-26 06 7
2021-06-26 07 6
2021-06-26 08 6
2021-06-26 13 5
2021-06-26 17 5
2021-06-26 18 5
2021-06-26 19 6
2021-06-26 20 10
2021-06-26 21 11.2
2020-07-26 00 12
2020-07-26 01 14
2020-07-26 03 15
2020-07-26 04 15
2020-07-26 06 16
2020-07-26 07 17
2020-07-26 08 17
2020-07-26 09 17
2020-07-26 10 17
2020-07-26 11 18
2020-07-26 12 18
2020-07-26 13 20
2020-07-26 14 20
2020-07-26 15 20
2020-07-26 16 21
2020-07-26 17 20.5
2020-07-26 18 21
2020-07-26 19 21.3333333333333
2020-07-26 20 20
2020-07-26 22 19
2020-07-26 23 19
2021-07-26 02 5
2021-07-26 03 4.5
2021-07-26 05 5
2021-07-26 06 5
2021-07-26 10 6
2021-07-26 11 4
2021-07-26 14 3
2021-07-26 15 4
2021-07-26 16 4.5
2021-07-26 18 3
2021-07-26 22 10
2020-08-26 00 29
2020-08-26 03 36.5
2020-08-26 04 38
2020-08-26 05 41
2020-08-26 07 48.5
2020-08-26 08 51
2020-08-26 09 54
2020-08-26 11 59
2020-08-26 12 54
2020-08-26 14 59.3333333333333
2020-08-26 15 59
2020-08-26 16 66.5
2020-08-26 17 72.5
2020-08-26 18 61
2020-08-26 19 56
2020-08-26 21 48
2020-08-26 22 45
2021-08-26 00 12
2021-08-26 01 12
2021-08-26 02 13
2021-08-26 03 13
2021-08-26 04 15
2021-08-26 05 17
2021-08-26 06 16
2021-08-26 07 15
2021-08-26 09 16
2021-08-26 10 15
2021-08-26 11 19
2021-08-26 12 16
2021-08-26 13 15
2021-08-26 14 14
2021-08-26 15 14
2021-08-26 16 14
2021-08-26 17 21
2021-08-26 18 16.6666666666667
2021-08-26 19 17
2021-08-26 20 17.5
2021-08-26 22 19
2021-08-26 23 19
2020-09-26 01 15.5
2020-09-26 03 18
2020-09-26 04 18
2020-09-26 05 18
2020-09-26 06 18
2020-09-26 07 14.75
2020-09-26 10 11
2020-09-26 11 11
2020-09-26 12 19
2020-09-26 14 18
2020-09-26 16 19
2020-09-26 17 9
2020-09-26 18 16
2020-09-26 20 17
2020-09-26 21 18.5
2020-09-26 22 19
2020-09-26 23 20
2021-09-26 00 6
2021-09-26 01 5
2021-09-26 03 10.5
2021-09-26 04 7
2021-09-26 05 7
2021-09-26 10 6
2021-09-26 11 4
2021-09-26 13 7
2021-09-26 14 7
2021-09-26 15 7
2021-09-26 16 7
2021-09-26 18 9
2021-09-26 19 8
2021-09-26 20 3
2021-09-26 21 6
2021-09-26 22 3
2021-09-26 23 3
2020-10-26 00 19
2020-10-26 01 21.5
2020-10-26 02 21.5
2020-10-26 03 20
2020-10-26 04 23
2020-10-26 05 26
2020-10-26 06 29
2020-10-26 07 20
2020-10-26 10 29
2020-10-26 11 30
2020-10-26 14 33
2020-10-26 17 31.3333333333333
2020-10-26 18 27.6666666666667
2020-10-26 19 35
2020-10-26 20 22
2020-10-26 21 29.3333333333333
2020-10-26 22 28
2020-10-26 23 32.3333333333333
2021-10-26 00 14.5
2021-10-26 01 11
2021-10-26 02 15.5
2021-10-26 04 19
2021-10-26 05 10
2021-10-26 06 19
2021-10-26 07 20
2021-10-26 09 11
2021-10-26 10 13.75
2021-10-26 11 20
2021-10-26 12 19.6666666666667
2021-10-26 14 19.3333333333333
2021-10-26 15 24
2021-10-26 16 15
2021-10-26 17 15
2021-10-26 18 15
2021-10-26 19 15
2021-10-26 21 21
2021-10-26 22 25
2021-10-26 23 24
2020-11-26 01 19.5
2020-11-26 02 18
2020-11-26 03 16
2020-11-26 04 17
2020-11-26 05 14
2020-11-26 06 13
2020-11-26 07 13.5
2020-11-26 09 12
2020-11-26 10 12
2020-11-26 11 10.3333333333333
2020-11-26 12 11
2020-11-26 13 10.5
2020-11-26 14 10
2020-11-26 16 8
2020-11-26 17 9
2020-11-26 18 8
2020-11-26 19 8.33333333333333
2020-11-26 20 8
2020-11-26 21 8
2020-11-26 22 8
2020-11-26 23 8
2021-11-26 00 5
2021-11-26 02 4
2021-11-26 03 4
2021-11-26 04 8
2021-11-26 05 4
2021-11-26 06 6
2021-11-26 08 8.5
2021-11-26 09 10
2021-11-26 10 12
2021-11-26 12 22
2021-11-26 13 23
2021-11-26 14 27
2021-11-26 15 27.6666666666667
2021-11-26 20 24
2021-11-26 21 17
2021-11-26 22 18.5
2021-11-26 23 16
2020-12-26 02 22.5
2020-12-26 03 22.3333333333333
2020-12-26 04 23
2020-12-26 06 27
2020-12-26 07 31
2020-12-26 08 36
2020-12-26 09 34.75
2020-12-26 10 38
2020-12-26 11 41
2020-12-26 13 40
2020-12-26 15 57
2020-12-26 16 47
2020-12-26 17 53.5
2020-12-26 20 44
2020-12-26 22 46
2020-12-26 23 64
2021-12-26 01 27
2021-12-26 02 29
2021-12-26 03 28.3333333333333
2021-12-26 04 27
2021-12-26 05 27.5
2021-12-26 07 26
2021-12-26 10 27
2021-12-26 11 26
2021-12-26 12 25
2021-12-26 13 26
2021-12-26 14 24
2021-12-26 16 24
2021-12-26 17 24
2021-12-26 18 24
2021-12-26 19 24
2021-12-26 22 23
2021-12-26 23 24
2020-01-27 00 644.5
2020-01-27 01 709
2020-01-27 02 644.333333333333
2020-01-27 03 715.416666666667
2020-01-27 04 732.583333333333
2020-01-27 05 721.833333333333
2020-01-27 06 757.666666666667
2020-01-27 07 645.166666666667
2020-01-27 08 637
2020-01-27 09 626.166666666667
2020-01-27 10 632.25
2020-01-27 11 569.416666666667
2020-01-27 12 656.416666666667
2020-01-27 13 747.25
2020-01-27 14 644.083333333333
2020-01-27 15 656.166666666667
2020-01-27 16 596.25
2020-01-27 17 605.666666666667
2020-01-27 18 583.25
2020-01-27 19 635.5
2020-01-27 20 668.166666666667
2020-01-27 21 601.833333333333
2020-01-27 22 599.833333333333
2020-01-27 23 622.25
2021-01-27 00 26
2021-01-27 02 43
2021-01-27 04 43
2021-01-27 06 54.3333333333333
2021-01-27 09 60
2021-01-27 11 50.5
2021-01-27 12 47.5
2021-01-27 13 48.5
2021-01-27 14 46
2021-01-27 15 44
2021-01-27 16 35
2021-01-27 17 37.3333333333333
2021-01-27 18 41
2021-01-27 20 32.5
2021-01-27 21 32
2021-01-27 22 31
2021-01-27 23 24
2020-02-27 01 72
2020-02-27 03 70
2020-02-27 05 65
2020-02-27 06 65
2020-02-27 07 65
2020-02-27 11 66
2020-02-27 12 63
2020-02-27 13 63
2020-02-27 15 58
2020-02-27 16 56
2020-02-27 17 55
2020-02-27 19 56
2020-02-27 20 58
2020-02-27 22 67
2020-02-27 23 69
2020-03-27 00 29
2020-03-27 01 30
2020-03-27 04 43
2020-03-27 06 54
2020-03-27 08 56
2020-03-27 09 52
2020-03-27 10 53
2020-03-27 11 52
2020-03-27 12 47
2020-03-27 13 49
2020-03-27 14 48
2020-03-27 15 50
2020-03-27 16 52
2020-03-27 17 54
2020-03-27 18 57
2020-03-27 19 52
2020-03-27 20 50
2020-03-27 21 53
2020-03-27 22 52
2021-03-27 00 42.5
2021-03-27 01 42
2021-03-27 02 51
2021-03-27 04 45
2021-03-27 05 45
2021-03-27 06 46.3333333333333
2021-03-27 07 50.3333333333333
2021-03-27 08 51
2021-03-27 09 51.6666666666667
2021-03-27 12 65.3333333333333
2021-03-27 15 68.5
2021-03-27 16 66
2021-03-27 18 63
2021-03-27 19 68
2021-03-27 22 57
2021-03-27 23 52.5
2020-04-27 00 12.6666666666667
2020-04-27 01 18
2020-04-27 02 9
2020-04-27 03 12.5
2020-04-27 04 11.5
2020-04-27 06 11
2020-04-27 07 11
2020-04-27 08 11
2020-04-27 09 10.5
2020-04-27 10 10.5
2020-04-27 11 9.66666666666667
2020-04-27 12 10
2020-04-27 13 9
2020-04-27 15 9
2020-04-27 16 9.33333333333333
2020-04-27 17 9.25
2020-04-27 19 10
2020-04-27 21 12
2020-04-27 22 12.6
2020-04-27 23 16
2021-04-27 01 30
2021-04-27 02 30
2021-04-27 03 27.5
2021-04-27 04 29
2021-04-27 06 27.5
2021-04-27 07 25
2021-04-27 09 20.3333333333333
2021-04-27 10 19
2021-04-27 11 19
2021-04-27 12 17
2021-04-27 14 17
2021-04-27 15 17
2021-04-27 16 17
2021-04-27 17 18.5
2021-04-27 19 18
2021-04-27 20 17.5
2021-04-27 22 20
2021-04-27 23 20
2020-05-27 00 9
2020-05-27 02 9
2020-05-27 04 7.5
2020-05-27 06 9
2020-05-27 09 6
2020-05-27 10 15.5
2020-05-27 11 18.6666666666667
2020-05-27 12 16.6666666666667
2020-05-27 13 16
2020-05-27 14 16
2020-05-27 15 18.6666666666667
2020-05-27 16 19
2020-05-27 19 36
2020-05-27 21 40
2020-05-27 22 45
2020-05-27 23 47
2021-05-27 00 58
2021-05-27 02 54
2021-05-27 03 55
2021-05-27 04 56
2021-05-27 07 52
2021-05-27 08 54
2021-05-27 09 53.5
2021-05-27 11 50.5
2021-05-27 13 47
2021-05-27 14 47
2021-05-27 15 48.5
2021-05-27 16 45
2021-05-27 17 44
2021-05-27 19 48.5
2021-05-27 20 51
2021-05-27 23 43
2020-06-27 00 10
2020-06-27 01 11
2020-06-27 03 11
2020-06-27 04 11
2020-06-27 07 13
2020-06-27 08 12
2020-06-27 09 11
2020-06-27 12 14
2020-06-27 13 17
2020-06-27 15 17
2020-06-27 17 23
2020-06-27 18 30.3333333333333
2020-06-27 19 31
2020-06-27 22 34.6666666666667
2020-06-27 23 36
2021-06-27 00 15.3333333333333
2021-06-27 02 17
2021-06-27 03 16.5
2021-06-27 04 16
2021-06-27 05 17
2021-06-27 06 17
2021-06-27 07 16
2021-06-27 08 16
2021-06-27 10 16
2021-06-27 12 15
2021-06-27 14 15.6666666666667
2021-06-27 15 15.5
2021-06-27 16 15
2021-06-27 18 15
2021-06-27 19 17
2021-06-27 20 18
2021-06-27 21 15
2021-06-27 22 13
2021-06-27 23 14
2020-07-27 00 25
2020-07-27 02 19.6666666666667
2020-07-27 03 20
2020-07-27 04 19
2020-07-27 06 18
2020-07-27 07 19
2020-07-27 08 19
2020-07-27 10 17
2020-07-27 13 15.5
2020-07-27 14 16
