WAARNEMINGDATUM HH NTU_h
2021-07-08 01 13.5
2021-07-08 02 13
2021-07-08 04 12
2021-07-08 06 11
2021-07-08 07 10
2021-07-08 08 10
2021-07-08 10 11
2021-07-08 11 9
2021-07-08 12 9
2021-07-08 13 9
2021-07-08 14 10.6666666666667
2021-07-08 15 9
2021-07-08 18 8
2021-07-08 20 8
2021-07-08 22 8
2021-07-08 23 8.5
2020-08-08 00 3
2020-08-08 01 3
2020-08-08 02 3
2020-08-08 03 3.5
2020-08-08 04 4
2020-08-08 05 4
2020-08-08 06 3.5
2020-08-08 07 4
2020-08-08 09 3
2020-08-08 14 4
2020-08-08 20 3
2020-08-08 21 3
2020-08-08 22 3
2021-08-08 00 11
2021-08-08 01 12.5
2021-08-08 03 11
2021-08-08 04 11
2021-08-08 06 13
2021-08-08 07 15
2021-08-08 10 15.5
2021-08-08 12 17
2021-08-08 13 20
2021-08-08 16 19.3333333333333
2021-08-08 17 19.5
2021-08-08 18 21
2021-08-08 19 25
2021-08-08 20 28
2021-08-08 21 34
2021-08-08 22 20.3333333333333
2021-08-08 23 21.5
2020-09-08 00 19
2020-09-08 01 15
2020-09-08 02 26
2020-09-08 03 14
2020-09-08 04 15
2020-09-08 06 15
2020-09-08 07 13
2020-09-08 08 12
2020-09-08 10 11
2020-09-08 11 9.66666666666667
2020-09-08 12 10
2020-09-08 13 9
2020-09-08 15 9.5
2020-09-08 16 9
2020-09-08 18 9
2020-09-08 21 10
2020-09-08 22 11
2020-09-08 23 11
2021-09-08 00 2
2021-09-08 01 2
2021-09-08 02 2
2021-09-08 03 3.4
2021-09-08 04 2.25
2021-09-08 05 2
2021-09-08 06 2
2021-09-08 07 2
2021-09-08 08 2
2021-09-08 09 2
2021-09-08 10 2
2021-09-08 11 2
2021-09-08 12 2
2021-09-08 13 2
2021-09-08 14 2
2021-09-08 15 2
2021-09-08 16 2
2021-09-08 18 2
2021-09-08 19 2
2021-09-08 21 2
2021-09-08 22 2
2021-09-08 23 2
2020-10-08 00 13.5
2020-10-08 01 16.5
2020-10-08 03 21
2020-10-08 04 22
2020-10-08 06 20
2020-10-08 07 20
2020-10-08 09 22
2020-10-08 11 31
2020-10-08 12 23.6666666666667
2020-10-08 14 22
2020-10-08 16 24
2020-10-08 17 26.3333333333333
2020-10-08 18 21
2020-10-08 19 25.6666666666667
2020-10-08 20 26
2020-10-08 23 15.75
2021-10-08 02 16.5
2021-10-08 03 12
2021-10-08 04 12.5
2021-10-08 06 16.5
2021-10-08 08 14.25
2021-10-08 09 12
2021-10-08 10 11
2021-10-08 12 16
2021-10-08 13 13.5
2021-10-08 14 13
2021-10-08 18 14
2021-10-08 19 16
2021-10-08 22 11.5
2020-11-08 00 12
2020-11-08 01 15
2020-11-08 02 15
2020-11-08 03 15
2020-11-08 04 12.3333333333333
2020-11-08 05 11
2020-11-08 06 11
2020-11-08 07 14
2020-11-08 10 12
2020-11-08 11 13.5
2020-11-08 12 15
2020-11-08 13 12
2020-11-08 14 14
2020-11-08 16 14
2020-11-08 17 16
2020-11-08 18 11
2020-11-08 21 11
2020-11-08 23 14
2021-11-08 00 14
2021-11-08 02 13.5
2021-11-08 03 12
2021-11-08 04 11.5
2021-11-08 05 12
2021-11-08 06 10.6666666666667
2021-11-08 07 10
2021-11-08 09 10.5
2021-11-08 10 9.66666666666667
2021-11-08 13 11
2021-11-08 14 10
2021-11-08 15 11
2021-11-08 16 11.5
2021-11-08 17 11
2021-11-08 18 9
2021-11-08 19 10
2021-11-08 20 8
2021-11-08 21 10
2021-11-08 22 10
2020-12-08 00 19
2020-12-08 01 18
2020-12-08 02 17
2020-12-08 04 15
2020-12-08 05 14.5
2020-12-08 06 13
2020-12-08 09 13
2020-12-08 11 13
2020-12-08 12 12.5
2020-12-08 13 13
2020-12-08 14 12
2020-12-08 15 12.3333333333333
2020-12-08 17 11
2020-12-08 18 11
2020-12-08 19 10
2020-12-08 23 10.6666666666667
2021-12-08 00 44
2021-12-08 02 43
2021-12-08 03 41
2021-12-08 05 33
2021-12-08 06 40
2021-12-08 07 40
2021-12-08 08 43
2021-12-08 09 43.5
2021-12-08 10 42
2021-12-08 11 40.5
2021-12-08 13 43
2021-12-08 14 40
2021-12-08 16 39.5
2021-12-08 17 34.6666666666667
2021-12-08 18 36
2021-12-08 20 38
2021-12-08 21 37.3333333333333
2021-12-08 22 38
2020-01-09 00 283.166666666667
2020-01-09 01 219.916666666667
2020-01-09 02 315
2020-01-09 03 226.666666666667
2020-01-09 04 309.583333333333
2020-01-09 05 270.166666666667
2020-01-09 06 290.166666666667
2020-01-09 07 361.333333333333
2020-01-09 08 388.833333333333
2020-01-09 09 411
2020-01-09 10 382.25
2020-01-09 11 536.583333333333
2020-01-09 12 472.5
2020-01-09 13 474.416666666667
2020-01-09 14 558.25
2020-01-09 15 459.416666666667
2020-01-09 16 580.833333333333
2020-01-09 17 454.416666666667
2020-01-09 18 445.166666666667
2020-01-09 19 532.583333333333
2020-01-09 20 407
2020-01-09 21 423.333333333333
2020-01-09 22 388.25
2020-01-09 23 477.75
2021-01-09 00 405
2021-01-09 01 19
2021-01-09 02 116.75
2021-01-09 03 14
2021-01-09 04 401.333333333333
2021-01-09 06 387
2021-01-09 07 347
2021-01-09 08 208.5
2021-01-09 10 354
2021-01-09 12 359
2021-01-09 13 374
2021-01-09 14 12
2021-01-09 15 12
2021-01-09 16 122.333333333333
2021-01-09 17 12
2021-01-09 18 190
2021-01-09 21 352
2021-01-09 22 11
2021-01-09 23 272.5
2020-02-09 00 29
2020-02-09 01 31
2020-02-09 02 39
2020-02-09 04 37
2020-02-09 05 38
2020-02-09 06 41
2020-02-09 09 49
2020-02-09 10 54
2020-02-09 11 56
2020-02-09 13 67
2020-02-09 14 71
2020-02-09 15 76
2020-02-09 16 74
2020-02-09 17 79
2020-02-09 18 77
2020-02-09 19 83.5
2020-02-09 20 91
2020-02-09 22 77
2020-02-09 23 92
2020-03-09 00 59
2020-03-09 01 58
2020-03-09 02 58
2020-03-09 03 56.5
2020-03-09 04 55.5
2020-03-09 05 57
2020-03-09 06 52
2020-03-09 08 49
2020-03-09 10 46
2020-03-09 11 44
2020-03-09 12 43
2020-03-09 14 47
2020-03-09 15 47.5
2020-03-09 16 52
2020-03-09 17 54
2020-03-09 18 55
2020-03-09 19 53
2020-03-09 21 51
2020-03-09 23 57
2020-04-09 00 9
2020-04-09 02 9
2020-04-09 05 9
2020-04-09 20 0
2020-04-09 21 2
2020-04-09 22 2.71428571428571
2020-04-09 23 0
2021-04-09 01 85
2021-04-09 03 80
2021-04-09 04 77
2021-04-09 05 73
2021-04-09 06 71
2021-04-09 07 70
2021-04-09 09 68
2021-04-09 10 65
2021-04-09 13 60.5
2021-04-09 15 55
2021-04-09 16 51
2021-04-09 17 51.3333333333333
2021-04-09 19 50.6666666666667
2021-04-09 20 47.5
2021-04-09 21 46
2021-04-09 22 45
2021-04-09 23 42
2020-05-09 00 9.5
2020-05-09 03 7.33333333333333
2020-05-09 14 6
2020-05-09 16 6.66666666666667
2020-05-09 17 6
2020-05-09 20 6.5
2020-05-09 21 7
2020-05-09 22 8
2020-05-09 23 7
2021-05-09 00 30
2021-05-09 02 26
2021-05-09 03 32.75
2021-05-09 07 25
2021-05-09 08 22.5
2021-05-09 09 23
2021-05-09 11 21
2021-05-09 14 25
2021-05-09 17 22
2021-05-09 18 23
2021-05-09 19 20
2021-05-09 20 19
2021-05-09 21 18
2021-05-09 22 18.3333333333333
2020-06-09 00 53
2020-06-09 01 53
2020-06-09 02 49
2020-06-09 03 47
2020-06-09 04 46.6666666666667
2020-06-09 05 44
2020-06-09 07 37
2020-06-09 08 37.5
2020-06-09 09 36
2020-06-09 10 76
2020-06-09 11 33
2020-06-09 12 31
2020-06-09 13 31
2020-06-09 14 30
2020-06-09 15 28
2020-06-09 16 27
2020-06-09 17 26
2020-06-09 18 25
2020-06-09 21 25.5
2020-06-09 22 27.5
2021-06-09 00 8
2021-06-09 01 8
2021-06-09 02 8
2021-06-09 05 8
2021-06-09 08 9
2021-06-09 10 9
2021-06-09 11 9
2021-06-09 12 9
2021-06-09 13 10
2021-06-09 15 7.5
2021-06-09 16 10
2021-06-09 17 9
2021-06-09 18 8
2021-06-09 19 7.5
2021-06-09 20 7
2021-06-09 21 8
2021-06-09 22 257
2021-06-09 23 7
2020-07-09 01 21.5
2020-07-09 04 20.6666666666667
2020-07-09 05 21
2020-07-09 07 20
2020-07-09 08 23
2020-07-09 10 29
2020-07-09 11 2
2020-07-09 12 33
2020-07-09 13 35
2020-07-09 16 34.75
2020-07-09 17 41.5
2020-07-09 18 33
2020-07-09 19 32
2020-07-09 20 31
2020-07-09 21 30
2020-07-09 22 30
2021-07-09 00 8
2021-07-09 03 8
2021-07-09 04 8
2021-07-09 05 8
2021-07-09 06 8
2021-07-09 08 9
2021-07-09 12 9
2021-07-09 13 6
2021-07-09 14 8
2021-07-09 15 8
2021-07-09 16 9
2021-07-09 17 11
2021-07-09 18 8
2021-07-09 21 8
2021-07-09 22 15
2021-07-09 23 7.33333333333333
2020-08-09 20 3
2020-08-09 21 3
2020-08-09 22 4
2021-08-09 00 21.3333333333333
2021-08-09 01 21
2021-08-09 03 21
2021-08-09 04 22.5
2021-08-09 05 21
2021-08-09 06 21.5
2021-08-09 07 21
2021-08-09 08 24.5
2021-08-09 10 21
2021-08-09 11 20
2021-08-09 12 21.6666666666667
2021-08-09 13 22
2021-08-09 14 21.5
2021-08-09 15 24
2021-08-09 16 19
2021-08-09 18 22
2021-08-09 19 22
2021-08-09 21 21
2021-08-09 22 22
2020-09-09 00 11.5
2020-09-09 01 9
2020-09-09 03 6
2020-09-09 05 6
2020-09-09 08 10.6666666666667
2020-09-09 09 9.5
2020-09-09 10 11
2020-09-09 12 12
2020-09-09 14 13
2020-09-09 15 11.25
2020-09-09 16 13
2020-09-09 17 13
2020-09-09 18 14
2020-09-09 19 9
2020-09-09 20 12
2020-09-09 21 9
2020-09-09 23 8
2021-09-09 02 1
2021-09-09 03 2
2021-09-09 06 1.5
2021-09-09 07 1
2021-09-09 09 2
2021-09-09 10 2
2021-09-09 11 1
2021-09-09 13 1
2021-09-09 14 1.2
2021-09-09 15 1
2021-09-09 16 1
2021-09-09 17 1
2021-09-09 19 4.33333333333333
2021-09-09 20 1
2021-09-09 21 1
2021-09-09 22 1
2021-09-09 23 1
2020-10-09 00 14.5
2020-10-09 04 13.3333333333333
2020-10-09 06 14
2020-10-09 07 12
2020-10-09 09 12
2020-10-09 11 11
2020-10-09 12 11
2020-10-09 13 11
2020-10-09 17 12
2020-10-09 18 13.3333333333333
2020-10-09 19 13
2020-10-09 20 13.5
2020-10-09 21 13
2020-10-09 22 16
2020-10-09 23 18
2021-10-09 00 17
2021-10-09 01 9.5
2021-10-09 02 9.33333333333333
2021-10-09 03 10
2021-10-09 04 9
2021-10-09 05 39.5
2021-10-09 07 10
2021-10-09 09 8
2021-10-09 10 8
2021-10-09 11 9.2
2021-10-09 13 11
2021-10-09 14 10.6666666666667
2021-10-09 15 11.3333333333333
2021-10-09 16 11
2021-10-09 17 11
2021-10-09 18 11.5
2021-10-09 19 12
2021-10-09 20 12.3333333333333
2020-11-09 00 11
2020-11-09 02 17
2020-11-09 03 17
2020-11-09 06 17
2020-11-09 08 10
2020-11-09 09 12
2020-11-09 10 10
2020-11-09 12 18
2020-11-09 13 14
2020-11-09 14 10
2020-11-09 15 14
2020-11-09 16 10
2020-11-09 21 17
2021-11-09 00 7
2021-11-09 01 7
2021-11-09 02 9
2021-11-09 03 7
2021-11-09 04 9
2021-11-09 05 8
2021-11-09 06 10
2021-11-09 07 10
2021-11-09 08 11
2021-11-09 09 10
2021-11-09 10 13
2021-11-09 14 15
2021-11-09 16 14.5
2021-11-09 17 13.5
2021-11-09 18 13.5
2021-11-09 19 14
2021-11-09 22 14
2021-11-09 23 12.75
2020-12-09 00 10
2020-12-09 01 10
2020-12-09 03 10
2020-12-09 04 10
2020-12-09 05 9
2020-12-09 06 9.25
2020-12-09 09 9
2020-12-09 10 9
2020-12-09 11 9
2020-12-09 13 9
2020-12-09 15 13
2020-12-09 17 16
2020-12-09 18 17
2020-12-09 19 19
2020-12-09 20 20.5
2020-12-09 21 20.5
2020-12-09 22 20
2020-12-09 23 20.25
2021-12-09 00 34
2021-12-09 01 31
2021-12-09 02 30
2021-12-09 03 30.25
2021-12-09 05 32
2021-12-09 07 32
2021-12-09 09 30
2021-12-09 10 32
2021-12-09 11 32.6666666666667
2021-12-09 12 32
2021-12-09 13 31.3333333333333
2021-12-09 14 30
2021-12-09 16 31.5
2021-12-09 17 30
2021-12-09 19 26.5
2021-12-09 20 29
2021-12-09 21 29
2021-12-09 23 27
2020-01-10 00 405.75
2020-01-10 01 432
2020-01-10 02 517.833333333333
2020-01-10 03 456.833333333333
2020-01-10 04 418.666666666667
2020-01-10 05 397.916666666667
2020-01-10 06 499.666666666667
2020-01-10 07 477.75
2020-01-10 08 408.416666666667
2020-01-10 09 428.333333333333
2020-01-10 10 442
2020-01-10 11 381.5
2020-01-10 12 370.583333333333
2020-01-10 13 581.083333333333
2020-01-10 14 458.583333333333
2020-01-10 15 467.916666666667
2020-01-10 16 422.25
2020-01-10 17 457.833333333333
2020-01-10 18 435.416666666667
2020-01-10 19 358.166666666667
2020-01-10 20 336.333333333333
2020-01-10 21 461.166666666667
2020-01-10 22 395
2020-01-10 23 371.833333333333
2021-01-10 00 162
2021-01-10 01 97.75
2021-01-10 02 325.5
2021-01-10 04 317
2021-01-10 06 221
2021-01-10 07 322.5
2021-01-10 09 111.333333333333
2021-01-10 10 10
2021-01-10 12 10
2021-01-10 13 10
2021-01-10 14 119.666666666667
2021-01-10 17 254
2021-01-10 20 293
2021-01-10 21 10
2020-02-10 02 83
2020-02-10 03 81
2020-02-10 04 78
2020-02-10 06 70
2020-02-10 08 72
2020-02-10 09 76
2020-02-10 10 80
2020-02-10 11 81
2020-02-10 12 84.5
2020-02-10 13 81.5
2020-02-10 14 79
2020-02-10 15 79.6666666666667
2020-02-10 16 77
2020-02-10 18 80
2020-02-10 19 82.5
2020-02-10 20 89
2020-02-10 21 80
2020-02-10 23 74
2020-03-10 01 65.5
2020-03-10 03 75
2020-03-10 04 75
2020-03-10 05 76
2020-03-10 09 74
2020-03-10 10 72.5
2020-03-10 11 75
2020-03-10 12 74
2020-03-10 13 77
2020-03-10 14 79
2020-03-10 16 80.5
2020-03-10 18 80
2020-03-10 19 82
2020-03-10 20 86
2020-03-10 21 87
2020-03-10 23 85
2020-04-10 00 0
2020-04-10 01 0
2020-04-10 02 0
2020-04-10 03 0
2020-04-10 04 0
2020-04-10 05 3.42857142857143
2020-04-10 06 0
2020-04-10 07 0
2020-04-10 08 5.625
2020-04-10 09 0
2020-04-10 10 0
2020-04-10 11 2.71428571428571
2020-04-10 12 2.57142857142857
2020-04-10 13 2.57142857142857
2020-04-10 14 2.57142857142857
2020-04-10 15 0
2020-04-10 16 2.28571428571429
2020-04-10 17 2.14285714285714
2020-04-10 18 0
2020-04-10 19 4.28571428571429
2020-04-10 20 0
2020-04-10 21 18
2020-04-10 22 21.7142857142857
2020-04-10 23 13
2021-04-10 00 40
2021-04-10 01 39
2021-04-10 02 43
2021-04-10 03 42
2021-04-10 04 41
2021-04-10 05 39
2021-04-10 06 39.5
2021-04-10 07 39
2021-04-10 08 43.5
2021-04-10 09 43
2021-04-10 10 47
2021-04-10 11 45
2021-04-10 12 46.3333333333333
2021-04-10 13 51
2021-04-10 14 53
2021-04-10 17 60
2021-04-10 19 66
2021-04-10 20 73
2021-04-10 22 84
2020-05-10 00 9.5
2020-05-10 01 8
2020-05-10 04 9
2020-05-10 05 9
2020-05-10 06 8
2020-05-10 07 6
2020-05-10 08 7
2020-05-10 09 8
2020-05-10 10 8
2020-05-10 11 8.5
2020-05-10 13 22
2020-05-10 16 40
2020-05-10 17 43
2020-05-10 19 49
2020-05-10 21 52.3333333333333
2020-05-10 22 57.5
2021-05-10 01 17.6666666666667
2021-05-10 04 16
2021-05-10 05 16.3333333333333
2021-05-10 07 33.5
2021-05-10 10 41
2021-05-10 11 32
2021-05-10 12 44.5
2021-05-10 13 31.5
2021-05-10 15 25
2021-05-10 16 23.5
2021-05-10 18 21
2021-05-10 20 19
2021-05-10 21 19
2021-05-10 22 17.6666666666667
2021-05-10 23 17
2020-06-10 00 33
2020-06-10 02 33
2020-06-10 03 33.5
2020-06-10 05 35
2020-06-10 06 31
2020-06-10 10 23.5
2020-06-10 11 23.6666666666667
2020-06-10 12 21
2020-06-10 13 21
2020-06-10 14 20
2020-06-10 15 20
2020-06-10 16 20.5
2020-06-10 17 20
2020-06-10 18 19
2020-06-10 19 19
2020-06-10 20 19
2020-06-10 21 18
2020-06-10 22 21.6666666666667
2020-06-10 23 21
2021-06-10 01 6
2021-06-10 03 6
2021-06-10 04 6
2021-06-10 05 12
2021-06-10 08 5
2021-06-10 09 5
2021-06-10 10 6.75
2021-06-10 11 5
2021-06-10 12 5
2021-06-10 17 6
2021-06-10 18 4
2021-06-10 19 7
2021-06-10 20 7
2020-07-10 00 27.5
2020-07-10 01 27
2020-07-10 02 27
2020-07-10 03 26
2020-07-10 04 28.5
2020-07-10 05 37
2020-07-10 06 40
2020-07-10 07 38.5
2020-07-10 08 39.6666666666667
2020-07-10 09 41
2020-07-10 10 42
2020-07-10 11 36
2020-07-10 12 32
2020-07-10 13 30.3333333333333
2020-07-10 14 30
2020-07-10 15 27
2020-07-10 16 27
2020-07-10 17 28
2020-07-10 18 26
2020-07-10 19 29
2020-07-10 20 25
2020-07-10 21 24
2020-07-10 22 23
2020-07-10 23 22
2021-07-10 00 7.5
2021-07-10 01 7
2021-07-10 05 7
2021-07-10 08 7
2021-07-10 09 7
2021-07-10 10 7
2021-07-10 11 7
2021-07-10 12 7
2021-07-10 13 7
2021-07-10 14 7
2021-07-10 15 7
2021-07-10 17 7
2021-07-10 19 7
2021-07-10 20 7
2021-07-10 21 8.5
2021-07-10 22 6.4
2021-07-10 23 6.33333333333333
2020-08-10 00 6
2020-08-10 01 6
2020-08-10 03 5.5
2020-08-10 04 6.66666666666667
2020-08-10 05 5
2020-08-10 06 5
2020-08-10 08 5
2020-08-10 10 5
2020-08-10 11 4.33333333333333
2020-08-10 12 4.33333333333333
2020-08-10 17 4
2020-08-10 18 4
2020-08-10 19 4
2020-08-10 22 4
2021-08-10 00 20
2021-08-10 03 20.5
2021-08-10 04 19
2021-08-10 06 18.6666666666667
2021-08-10 07 19.5
2021-08-10 08 19.5
2021-08-10 09 18.5
2021-08-10 10 19
2021-08-10 11 18
2021-08-10 12 15
2021-08-10 13 13
2021-08-10 15 19
2021-08-10 20 20
2021-08-10 21 21
2020-09-10 00 11
2020-09-10 01 10
2020-09-10 02 5
2020-09-10 03 5
2020-09-10 05 5
2020-09-10 09 9
2020-09-10 10 5
2020-09-10 11 5
2020-09-10 13 15
2020-09-10 15 14
2020-09-10 18 5
2020-09-10 19 14.5
2020-09-10 20 12.5
2020-09-10 21 4
2021-09-10 00 1.66666666666667
2021-09-10 01 9
2021-09-10 04 4
2021-09-10 05 1
2021-09-10 07 1
2021-09-10 12 5
2021-09-10 13 1
2021-09-10 14 1
2021-09-10 15 1
2021-09-10 18 1
2021-09-10 20 1
2021-09-10 21 4
2021-09-10 22 1
2021-09-10 23 1
2020-10-10 00 16
2020-10-10 03 12
2020-10-10 04 12
2020-10-10 05 13.25
2020-10-10 06 14
2020-10-10 07 14
2020-10-10 08 17.5
2020-10-10 09 15
2020-10-10 10 17
2020-10-10 15 18
2020-10-10 17 15
2020-10-10 18 15.5
2020-10-10 20 13.5
2020-10-10 22 12
2020-10-10 23 12
2021-10-10 04 10
2021-10-10 06 9
2021-10-10 07 11
2021-10-10 08 9
2021-10-10 09 10
2021-10-10 11 10.3333333333333
2021-10-10 12 9
2021-10-10 13 14
2021-10-10 14 13
2021-10-10 15 13
2021-10-10 16 11.5
2021-10-10 17 13
2021-10-10 18 13
2021-10-10 19 13
2021-10-10 21 128
2021-10-10 22 9
2021-10-10 23 9
2020-11-10 01 16
2020-11-10 03 12
2020-11-10 07 9
2020-11-10 11 17
2020-11-10 12 10
2020-11-10 13 10
2020-11-10 15 13.3333333333333
2020-11-10 16 15
2020-11-10 17 15
2020-11-10 18 12.5
2020-11-10 22 14
2020-11-10 23 14
2021-11-10 00 12
2021-11-10 01 10.6666666666667
2021-11-10 03 10.5
2021-11-10 04 11
2021-11-10 07 9
2021-11-10 08 9
2021-11-10 13 9
2021-11-10 15 6
2021-11-10 16 7.5
2021-11-10 17 6
2021-11-10 18 6
2021-11-10 19 6
2021-11-10 20 6
2021-11-10 21 6
2021-11-10 22 8
2021-11-10 23 8
2020-12-10 00 20.5
2020-12-10 01 20
2020-12-10 03 18
2020-12-10 05 18
2020-12-10 06 19
2020-12-10 07 19
2020-12-10 08 18
2020-12-10 10 17
2020-12-10 11 16.6
2020-12-10 12 15.6666666666667
2020-12-10 16 14
2020-12-10 17 14
2020-12-10 18 15
2020-12-10 19 19
2020-12-10 21 18
2020-12-10 22 19
2020-12-10 23 20
2021-12-10 00 26
2021-12-10 01 28
2021-12-10 02 28.5
2021-12-10 03 28.5
2021-12-10 04 32
2021-12-10 06 29
2021-12-10 07 30
2021-12-10 09 29
2021-12-10 10 29
2021-12-10 11 30.75
2021-12-10 12 27
2021-12-10 14 19
2021-12-10 17 16
2021-12-10 18 16
2021-12-10 20 13.5
2021-12-10 21 14
2021-12-10 22 12
2021-12-10 23 14
2020-01-11 00 474.333333333333
2020-01-11 01 359
2020-01-11 02 394.6
2020-01-11 03 344.333333333333
2020-01-11 04 336.833333333333
2020-01-11 05 322.833333333333
2020-01-11 06 402.583333333333
2020-01-11 07 459.916666666667
2020-01-11 08 421.916666666667
2020-01-11 09 587.083333333333
2020-01-11 10 674.833333333333
2020-01-11 11 530.833333333333
2020-01-11 12 601.583333333333
2020-01-11 13 588.166666666667
2020-01-11 14 577.083333333333
2020-01-11 15 547.583333333333
2020-01-11 16 585.333333333333
2020-01-11 17 673.583333333333
2020-01-11 18 687
2020-01-11 19 648.5
2020-01-11 20 767.583333333333
2020-01-11 21 651.833333333333
2020-01-11 22 746.583333333333
2020-01-11 23 673.833333333333
2021-01-11 00 13
2021-01-11 01 206
2021-01-11 02 17
2021-01-11 03 17.5
2021-01-11 04 19
2021-01-11 05 319
2021-01-11 07 286
2021-01-11 08 162
2021-01-11 09 277
2021-01-11 10 306
2021-01-11 13 22
2021-01-11 14 149
2021-01-11 15 29
2021-01-11 16 29
2021-01-11 20 286
2021-01-11 21 114.666666666667
2021-01-11 22 293
2021-01-11 23 292
2020-02-11 00 92.6666666666667
2020-02-11 01 94.5
2020-02-11 02 95
2020-02-11 03 94
2020-02-11 05 92
2020-02-11 06 98
2020-02-11 07 96
2020-02-11 08 109
2020-02-11 10 109
2020-02-11 11 90.6666666666667
2020-02-11 12 100
2020-02-11 13 100
2020-02-11 14 99
2020-02-11 15 97
2020-02-11 16 102.5
2020-02-11 17 98.8
2020-02-11 18 80
2020-02-11 22 82
2020-02-11 23 79
2020-03-11 00 80
2020-03-11 01 72.5
2020-03-11 02 71
2020-03-11 03 63
2020-03-11 04 59
2020-03-11 05 60
2020-03-11 06 59
2020-03-11 07 52
2020-03-11 11 46
2020-03-11 12 45.5
2020-03-11 13 46
2020-03-11 14 45.5
2020-03-11 15 47
2020-03-11 16 70
2020-03-11 17 65
2020-03-11 18 69
2020-03-11 19 68
2020-03-11 20 77
2020-03-11 21 81
2020-03-11 23 74.6666666666667
2020-04-11 00 13.2857142857143
2020-04-11 01 13
2020-04-11 02 13.4285714285714
2020-04-11 03 13
2020-04-11 04 13
2020-04-11 05 13
2020-04-11 06 13
2020-04-11 07 13.5
2020-04-11 08 13
2020-04-11 09 13.1428571428571
2020-04-11 10 13
2020-04-11 11 13
2020-04-11 12 13.1428571428571
2020-04-11 13 13
2020-04-11 14 13
2020-04-11 15 13
2020-04-11 16 13
2020-04-11 17 12.8571428571429
2020-04-11 18 12.6666666666667
2020-04-11 19 12.8571428571429
2020-04-11 20 12.7142857142857
2020-04-11 21 12.5714285714286
2020-04-11 22 13
2020-04-11 23 12.7142857142857
2021-04-11 00 87
2021-04-11 01 81.3333333333333
2021-04-11 03 82
2021-04-11 04 86
2021-04-11 05 83.5
2021-04-11 06 83.5
2021-04-11 08 80
2021-04-11 11 71
2021-04-11 12 72
2021-04-11 13 63
2021-04-11 15 59
2021-04-11 16 52
2021-04-11 17 53
2021-04-11 19 51
2021-04-11 20 53
2021-04-11 22 47.5
2021-04-11 23 43
2020-05-11 00 53
2020-05-11 01 52
2020-05-11 03 49
2020-05-11 04 51
2020-05-11 05 48
2020-05-11 06 48.3333333333333
2020-05-11 07 47
2020-05-11 09 49
2020-05-11 10 46
2020-05-11 11 44
2020-05-11 12 44
2020-05-11 14 43.5
2020-05-11 15 44.5
2020-05-11 16 43
2020-05-11 17 41.25
2020-05-11 18 39.6666666666667
2020-05-11 19 42
2020-05-11 20 40
2020-05-11 23 43.5
2021-05-11 00 17
2021-05-11 01 22
2021-05-11 04 15
2021-05-11 07 14
2021-05-11 10 15
2021-05-11 12 12
2021-05-11 13 13
2021-05-11 14 12.8
2021-05-11 15 12.6666666666667
2021-05-11 17 15
2021-05-11 18 15
2021-05-11 19 12.5
2021-05-11 20 11
2021-05-11 22 11
2020-06-11 00 22
2020-06-11 01 22.5
2020-06-11 02 27
2020-06-11 03 32.6
2020-06-11 04 33.5
2020-06-11 05 36
2020-06-11 06 36.5
2020-06-11 07 37
2020-06-11 09 35
2020-06-11 10 36
2020-06-11 11 36
2020-06-11 12 34
2020-06-11 13 38.5
2020-06-11 14 15.5
2020-06-11 16 22
2020-06-11 19 18
2020-06-11 20 18
2020-06-11 22 17
2020-06-11 23 17
2021-06-11 00 4
2021-06-11 01 114.4
2021-06-11 02 4
2021-06-11 03 4
2021-06-11 04 4
2021-06-11 05 4
2021-06-11 06 4
2021-06-11 07 4
2021-06-11 08 4
2021-06-11 09 4
2021-06-11 10 4
2021-06-11 11 4
2021-06-11 16 5
2021-06-11 17 5.5
2021-06-11 19 11
2021-06-11 21 11
2021-06-11 22 10.5
2021-06-11 23 9.33333333333333
2020-07-11 00 22
2020-07-11 02 21
2020-07-11 04 21
2020-07-11 06 19
2020-07-11 10 19
2020-07-11 12 18
2020-07-11 14 18
2020-07-11 15 19.5
2020-07-11 16 20
2020-07-11 17 20
2020-07-11 18 21
2020-07-11 20 22
2020-07-11 23 20
2021-07-11 00 7
2021-07-11 01 6.33333333333333
2021-07-11 02 7
2021-07-11 04 6.5
2021-07-11 08 8
2021-07-11 10 6
2021-07-11 11 6
2021-07-11 12 6.66666666666667
2021-07-11 13 7
2021-07-11 14 6.33333333333333
2021-07-11 15 7
2021-07-11 16 6.5
2021-07-11 21 5
2021-07-11 22 7
2020-08-11 00 7.5
2020-08-11 01 11
2020-08-11 05 4
2020-08-11 06 4
2020-08-11 07 5
2020-08-11 08 5
2020-08-11 15 5
2020-08-11 18 5
2020-08-11 19 5
2020-08-11 20 5
2020-08-11 22 5
2021-08-11 01 18
2021-08-11 03 16
2021-08-11 04 15
2021-08-11 05 12
2021-08-11 08 16
2021-08-11 09 11
2021-08-11 11 11
2021-08-11 12 11
2021-08-11 15 17
2021-08-11 16 14.6
2021-08-11 17 17
2021-08-11 18 18
2021-08-11 19 15.3333333333333
2021-08-11 20 17
2021-08-11 21 15
2020-09-11 01 4
2020-09-11 03 8.5
2020-09-11 06 5.5
2020-09-11 09 7
2020-09-11 10 10.3333333333333
2020-09-11 12 7.33333333333333
2020-09-11 13 12
2020-09-11 16 4
2020-09-11 18 13
2020-09-11 19 13
